"","IDs","tstat","pval","adjp"
"378","206067_s_at","-3.22245179624932","0.00337848311093337",0.00682851919329878
"823","219937_at","3.17376910438868","0.00340068261808388",0.00685688658503444
"357","205884_at","-3.35167277725392","0.00348288816738957",0.00701309818487954
"1248","231964_at","-3.17807222850989","0.00349879329249111",0.00702603205890491
"1319","235568_at","-3.6209885569254","0.0034958777648642",0.00702603205890491
"1418","241272_at","-3.64895560456974","0.00352399874002005",0.00706707189811869
"104","202037_s_at","-3.64705550889989","0.00356020549483322",0.0071300331666795
"1147","229084_at","-3.4772355848195","0.00363287794846053",0.00726575589692106
"1465","244026_at","-3.41500341715995","0.00366124400823836",0.00731261943424427
"737","215657_at","3.14387439492074","0.00367656052099075",0.00733332798399501
"35","1555019_at","3.12897328576766","0.00368680190023418",0.00734387152707938
"579","210873_x_at","-3.4094739759259","0.00376497371819725",0.00748951818841386
"369","205979_at","3.23364972578949","0.00378768058299713",0.00752458796783076
"1040","227148_at","-3.42769174884268","0.00383169549426603",0.00760183764725871
"101","201848_s_at","-3.1233960795514","0.00396993343413356",0.0078655633013181
"367","205950_s_at","3.19276897136999","0.00399919892782019",0.00791296770497934
"1454","242836_at","-3.43602060121403","0.0040705546500564",0.00804341598851145
"1070","227629_at","3.28117309613044","0.00411843905720146",0.00812719931128171
"19","1554007_at","-3.33809296003382","0.00415444846207846",0.00818735720851101
"614","212657_s_at","-3.23612981718684","0.00424451615898515",0.00835374893441699
"641","213418_at","-3.42789699633795","0.00428736964808064",0.00842689896346884
"408","206340_at","3.06287543688753","0.00438097257880011",0.00859947200235995
"1110","228335_at","-3.36813227634296","0.00447656599119617",0.00877549047480519
"979","225894_at","-3.49204707849778","0.00456052687456026",0.0089282705787296
"481","208335_s_at","-3.44717697218926","0.00460491552578633",0.00900327811242129
"813","219789_at","-3.48934107672013","0.00461282703189554",0.00900686384883951
"560","210302_s_at","-3.44431843255478","0.00471678838119184",0.00919773734332409
"1042","227183_at","-3.48651403400533","0.00473608749556587",0.00922323478111514
"96","201525_at","-3.13248623467016","0.00475028672054644",0.00923359786866074
"333","205666_at","-3.46682243196192","0.00475386988784625",0.00923359786866074
"773","218087_s_at","-3.37147852968411","0.00477479770975738",0.00926210759929377
"1012","226654_at","3.14886623326905","0.00483495498379407",0.00936654024311479
"1396","239102_s_at","-3.24665251618953","0.00488724545079279",0.00945548010192548
"195","204304_s_at","3.29667298608425","0.00496422348641948",0.00959188944833594
"719","215078_at","-3.34521956236894","0.00511863624071942",0.00987736837076326
"806","219727_at","3.11956774701812","0.00515346971230447",0.00993165424399899
"114","202409_at","-2.99362339891447","0.00520844231934638",0.0100245604120407
"370","205983_at","3.09314468900237","0.00522223356656932",0.0100380676337947
"20","1554008_at","-3.42170447258406","0.00532574987409357",0.0102105579733592
"1163","229435_at","-3.02579152880795","0.00531915832792869",0.0102105579733592
"234","204719_at","-3.25182784880311","0.00540902368807436",0.0103568127980959
"366","205943_at","-3.06823471576767","0.00543881415718629",0.010400416233484
"1433","241897_at","-3.23264995071435","0.00550893814554742",0.0105209359944604
"1190","229947_at","-3.19174349126383","0.00555248322092499",0.0105904506221504
"168","203915_at","-3.09520814054707","0.00558217667804532",0.0106224677132076
"1376","238103_at","3.23370721342217","0.00558360482360912",0.0106224677132076
"24","1554375_a_at","2.96146540223472","0.00564447253840995",0.0107244978229789
"1294","233772_at","3.03102474646371","0.00565977915607664",0.0107398114075616
"62","1559391_s_at","-3.11240672992642","0.0056927722247267",0.0107886041394437
"786","219049_at","-3.0093220867012","0.00575159998247189",0.0108861700817667
"76","1568603_at","3.18306483079348","0.00577552262214104",0.0109175057729758
"402","206268_at","3.11387215493286","0.0058237321017162",0.0109946127066795
"987","226071_at","-3.36905008280169","0.00584864728221387",0.011027602127533
"971","225540_at","-3.02620731211343","0.00590077433594171",0.0110976491952609
"1084","227769_at","-3.13935711620835","0.00589658793873292",0.0110976491952609
"307","205433_at","-3.29784271111589","0.00592178724190259",0.0111230528422049
"741","216005_at","-3.34023501951269","0.00596940129492098",0.0111982945811049
"1165","229461_x_at","-3.28522672343775","0.00630121983913946",0.0118058252864787
"240","204776_at","-3.31665266337087","0.0063479948428336",0.0118704961998606
"1148","229125_at","-3.28918667126922","0.00635175673852189",0.0118704961998606
"412","206439_at","-3.33699510802765","0.00643793331495137",0.0120113010844257
"1436","242002_at","2.94824130873141","0.00644330928617978",0.0120113010844257
"1121","228494_at","2.95942700208093","0.00662308029406612",0.0123309107987512
"447","207033_at","2.89747994459367","0.00663644557872662",0.0123402915278204
"842","220146_at","-3.19834780884773","0.00669441537339245",0.0124324856934431
"1321","235592_at","-3.22223005429057","0.0068016163330061",0.0126157639618461
"684","214146_s_at","-3.2408064402494","0.00688305059129852",0.0127508512203805
"563","210387_at","-3.06980579747739","0.00709163721344425",0.0131208568668219
"425","206638_at","-3.27525345020185","0.00719262502315235",0.0132911100801893
"204","204422_s_at","-3.1457832886409","0.00737232042549354",0.0136062003369632
"405","206307_s_at","2.84175323505733","0.00773866397955071",0.0142645522608136
"799","219463_at","-3.18097830112627","0.00780570600218939",0.0143702562673847
"220","204591_at","-2.90252384013055","0.00786377697586199",0.014447405876547
"819","219908_at","-3.0906101476662","0.00786710967771488",0.014447405876547
"946","224221_s_at","2.95114024705952","0.00790282039013796",0.014495024527456
"1378","238378_at","2.82781718613293","0.00791504508080136",0.0144995016189711
"1453","242767_at","-3.19327045527884","0.0079341712856918",0.0145165948708583
"893","222326_at","-3.05136231758791","0.00803095716701839",0.0146755592127266
"315","205501_at","-2.83243175695626","0.0082071608745375",0.0149790793301288
"159","203860_at","2.94445301388794","0.00829504952589644",0.0151208651874275
"1115","228407_at","-3.15043684599396","0.00837618693705695",0.0152500111065337
"883","221911_at","-2.85914289400888","0.00840538715208338",0.0152843972507823
"236","204724_s_at","2.80010709996657","0.00847323094500509",0.0153888826721784
"1301","235048_at","2.90639036965725","0.00849822097995351",0.0154153775915436
"1168","229546_at","2.97421322858646","0.00872041199917319",0.0157990838420228
"77","1568604_a_at","3.03640185935357","0.00893176991352447",0.0161622503197109
"28","1554503_a_at","-3.12876956533936","0.00901680861106679",0.0162947969700544
"1315","235419_at","-2.88688145062957","0.00903134270276103",0.0162947969700544
"1346","236300_at","-2.95481751023719","0.00903800479715568",0.0162947969700544
"906","222924_at","-3.07013283984235","0.00913837532035203",0.0164557378186655
"95","201496_x_at","-3.11217660244841","0.00922346388518544",0.0165888027643748
"403","206286_s_at","2.9977194289088","0.00923594470983716",0.0165911152242166
"1458","243018_at","2.80530338728871","0.00948628835943694",0.0170201929160842
"599","211766_s_at","2.77625897881147","0.0095606993915779",0.0171329582809171
"540","209993_at","2.80219987548913","0.00981603922838768",0.017569287604433
"1076","227702_at","2.76042100692153","0.00984603205915868",0.0176017123180617
"284","205220_at","-2.87396080967236","0.00988021306972922",0.0176415370714924
"288","205242_at","-2.89744180878914","0.00996110545713486",0.0177645707430492
"726","215268_at","-2.96377686797246","0.0100209979778008",0.0178499026479577
"1138","228854_at","-3.05057867031534","0.0102164318842402",0.0181761729321056
"1008","226558_at","-2.72271224827172","0.0103233279580467",0.0183443309758096
"189","204259_at","-2.80312687311451","0.0104441415616822",0.0185367877777401
"675","214012_at","-2.78220572391799","0.0105530602743087",0.0187076977590018
"766","217590_s_at","2.80164800190606","0.0105817787384959",0.018736196045939
"171","203980_at","-3.02633810873675","0.0106944590089824",0.0189131124717326
"503","209465_x_at","-3.02524248776007","0.0107661342631129",0.0190171763741756
"1410","240110_at","2.69632758818132","0.0109677327038358",0.0193502141274817
"872","221491_x_at","-2.75506095421261","0.011134130849383",0.0195953918634972
"952","224412_s_at","2.69253284182185","0.0111220630891981",0.0195953918634972
"1261","232315_at","-2.89877714518173","0.0111463666268071",0.0195953918634972
"519","209752_at","2.77814677321817","0.0122760087594261",0.0215557404993714
"368","205959_at","-2.95338424394183","0.0125639876632969",0.0220228444523108
"521","209763_at","-2.9429107815293","0.0125717452136673",0.0220228444523108
"340","205767_at","-2.65849034186961","0.0126334085555019",0.0221047361030151
"1249","232054_at","2.63787732802037","0.0126767537335599",0.0221544210296412
"1411","240146_at","-2.65677970500952","0.0127004660384242",0.0221697181024083
"639","213369_at","2.66637506052503","0.0130096012141111",0.0226826223521325
"1178","229659_s_at","2.8141772809852","0.0131022810359646",0.0228173683846058
"480","208250_s_at","2.71778368244563","0.0131500592778616",0.022873694659379
"1113","228370_at","-2.70029842914748","0.0136630314742677",0.0237381156446245
"280","205185_at","2.60250512609182","0.0138269960172803",0.0239948572571539
"248","204846_at","-2.82402731330185","0.0138846121972158",0.0240666611418407
"793","219288_at","-2.59807321581955","0.0139881826252575",0.0242178582367192
"1267","232504_at","2.62824692211537","0.0140538805288452",0.0243032099693682
"1359","236840_at","2.58968828451731","0.0141986349218954",0.0245249148650921
"706","214841_at","-2.79566762495497","0.0144832538597801",0.0249583514188304
"756","217109_at","2.82670131330786","0.0144719064214056",0.0249583514188304
"1435","241994_at","2.65860249603312","0.0145506387902925",0.0250453503916533
"388","206157_at","-2.77665450293657","0.0146433923539559",0.025146590345959
"411","206432_at","-2.78630229143471","0.0146337125239298",0.025146590345959
"1395","238984_at","2.63967854373053","0.0150303601629532",0.02578124277951
"152","203691_at","2.65126184257027","0.0156646260633474",0.0268381223420588
"575","210772_at","-2.77357325788316","0.0156889008987702",0.0268486733625605
"459","207251_at","2.55245030983725","0.0159859991033412",0.0273255486403133
"765","217564_s_at","2.54075325948973","0.0160563213917947",0.0274141339892163
"1205","230372_at","-2.640932481858","0.0162042209656182",0.0276348164223776
"11","1552870_s_at","2.52864150121911","0.0166646893762516",0.0283874363857527
"1062","227526_at","-2.74614693034057","0.0167142364870368",0.028439148649585
"616","212730_at","-2.76204776509323","0.0169184278630367",0.0287535666204362
"1212","230573_at","2.51335796099067","0.0170314319750974",0.0289124652773131
"832","220005_at","-2.65792772258141","0.0172086748422244",0.0291799269063805
"1280","232805_at","-2.78829275399305","0.0172323988952121",0.0291867601859478
"711","214967_at","-2.66469345984569","0.0175619921376972",0.0297110414932275
"254","204920_at","2.50489682448224","0.0176198690323022",0.0297749668253955
"636","213262_at","-2.58944672171316","0.0177226909500743",0.029914610464704
"485","208473_s_at","2.494928140264","0.0177793299926605",0.0299760717282399
"125","202768_at","-2.60156400912651","0.0179298304858168",0.0301954645227051
"945","224027_at","2.57144852250517","0.0181873490529695",0.0305943828564141
"452","207200_at","2.49946155786941","0.0183368011823643",0.0308108155921359
"1235","231250_at","2.57881080637953","0.0185701267941401",0.0311675287756689
"1032","227048_at","2.47500039095696","0.0187378452499759",0.031413446448489
"564","210393_at","2.51005156991485","0.0192282918419182",0.032199241253924
"1092","227949_at","-2.60721457631471","0.0196860443413057",0.0329285752977596
"1009","226587_at","-2.47924930340471","0.0198538290907969",0.0331717865981522
"1154","229228_at","-2.5623481317535","0.0201326515699037",0.033599763093015
"1409","240042_at","2.45099765251339","0.0202753022170998",0.0337997726498784
"165","203892_at","2.44760088433248","0.020494537644583",0.0340885575637172
"966","225288_at","-2.52104720211948","0.0204792744013483",0.0340885575637172
"1305","235147_at","2.57250178155312","0.0205346366403297",0.0341169635661083
"899","222722_at","-2.62765103907453","0.0209059262584871",0.0346704392402949
"1444","242457_at","-2.59143277328441","0.0209145564647933",0.0346704392402949
"561","210303_at","-2.66202243346762","0.0215928075921423",0.0357547942475474
"407","206336_at","-2.58279226598515","0.0216612356705409",0.0358280706068545
"1452","242736_at","-2.53914151670198","0.0222244994454058",0.0367187382141487
"313","205498_at","-2.439302660954","0.0224644905863807",0.0370739143084813
"198","204338_s_at","-2.4810861695016","0.0227281319043722",0.0374672875220018
"496","209292_at","-2.38995820371091","0.0229234550893093",0.037747289380396
"513","209631_s_at","2.38331367606888","0.0230924154968041",0.0379833071767632
"441","206898_at","-2.60397489839588","0.0231673842319646",0.0380643718755782
"302","205381_at","-2.4418678534551","0.023356064986373",0.038331880741755
"1284","233059_at","2.36605438768056","0.024093911631395",0.0394990896435038
"573","210674_s_at","-2.39745033688581","0.0242506519831107",0.0397121173911271
"12","1553102_a_at","-2.5260210095928","0.0244821009072137",0.0400468802919323
"251","204895_x_at","2.51827161009244","0.0245804422803769",0.040163412855037
"1415","241017_at","2.35517707663463","0.0248666668860006",0.0405863439703226
"917","223503_at","-2.52358810615142","0.0253356069377574",0.0413062370536375
"1100","228133_s_at","-2.56655852711507","0.0254988140884143",0.0415266400868461
"690","214324_at","2.33996787549706","0.0256085490909169",0.0416595716275948
"1026","226869_at","-2.34403224513346","0.0259526513489888",0.0421730584421068
"1481","41469_at","2.40245832329041","0.02640640425657",0.0428634075665244
"69","1560263_at","-2.42477707233106","0.0264822955709259",0.0429395645909324
"1437","242052_at","-2.37764215002316","0.0265319287801488",0.0429730256307984
"1311","235229_at","-2.41464750694572","0.026642654163667",0.043105254880518
"664","213880_at","2.40149143203294","0.0269438086191796",0.0435449556964277
"132","202992_at","-2.50072210403145","0.027038866381787",0.0436509803679829
"358","205885_s_at","-2.38194532891444","0.0271881103097171",0.0438441561251368
"1087","227826_s_at","-2.47702541020436","0.0281972560082025",0.0454221015262566
"1429","241824_at","-2.35366705219153","0.0286777537205429",0.0461459620128606
"587","211357_s_at","2.36843387423171","0.0289044260156167",0.0464602596042776
"920","223551_at","2.30442801322508","0.0294222821120936",0.0472414107151925
"653","213695_at","2.3296945649584","0.029501511057636",0.0472716681651456
"1425","241762_at","-2.37465441481434","0.0295049210882319",0.0472716681651456
"1088","227827_at","-2.45141545644445","0.0295458553247839",0.0472861313081315
"849","220310_at","2.27453371949097","0.0298809684599793",0.0477708686706465
"1375","238022_at","2.30879904330305","0.0301206459920713",0.0481021523278553
"1085","227803_at","2.36387528246165","0.0303907375947925",0.0484812412437917
"311","205475_at","-2.45873101975843","0.0308549950278834",0.0491689275605626
"1225","230964_at","2.25335332193855","0.031102205821853",0.0495096337572354
"1283","233011_at","-2.40748937208971","0.0313144320093148",0.0497939787959276
"541","209994_s_at","2.26457976876672","0.0314173390966275",0.0499040691759935
"88","201116_s_at","-2.26304941498457","0.0319916540923623",0.0507619179495513
"162","203881_s_at","-2.31084571012811","0.0325288579838343",0.0515591096599384
"1021","226789_at","-2.22567665562213","0.0330328094018498",0.0523019482195955
"1382","238462_at","-2.31658933169041","0.0333580549784032",0.052760552271071
"572","210650_s_at","2.22027940509384","0.0334166575527258",0.0527968939159271
"473","207957_s_at","-2.31828775040824","0.0338120678265222",0.0533647332469711
"53","1557051_s_at","-2.3019857125871","0.0343795617817414",0.0542026708090859
"360","205892_s_at","2.34562712533753","0.0348979041996077",0.0548738231010476
"618","212768_s_at","2.31886490793841","0.0349533664017469",0.0548738231010476
"1399","239381_at","-2.33285978735374","0.0349461272946119",0.0548738231010476
"1471","244386_at","2.20260641142322","0.0349500111218993",0.0548738231010476
"621","212850_s_at","2.26171878104201","0.0354306474743949",0.0555642534995272
"406","206326_at","-2.32995718960757","0.0358680589841552",0.0561907647087928
"89","201117_s_at","-2.19691712932518","0.0365335169282831",0.0570523415044421
"442","206924_at","-2.31453099946634","0.0365103813968145",0.0570523415044421
"716","215033_at","-2.26654672918048","0.0365026654439635",0.0570523415044421
"886","221974_at","-2.24024105946556","0.0368147847708601",0.0574310642425418
"482","208343_s_at","2.21092844398328","0.0370261641058768",0.0577000790798206
"342","205778_at","-2.30597742877841","0.0372834898520765",0.0580400545806485
"460","207259_at","2.21759887041928","0.0376067113791721",0.058481790413361
"1255","232119_at","-2.34970197572046","0.0378390899699388",0.0587814793872634
"276","205157_s_at","-2.26608451486014","0.0383302738116874",0.0594821631297599
"2","1552365_at","2.18829322323113","0.0385073994686917",0.0596945251177836
"1141","228933_at","-2.16067195136878","0.038570496340381",0.0597298595365148
"233","204714_s_at","-2.14929827300659","0.0390813516988424",0.0604575407252736
"757","217110_s_at","2.2759882004052","0.0391512332575323",0.0604575407252736
"1405","239697_x_at","2.14785012157725","0.0391627794171813",0.0604575407252736
"1114","228390_at","-2.140289779003","0.0400550434596484",0.0617507767793703
"1329","235763_at","2.18355251281221","0.0400838375585386",0.0617507767793703
"620","212806_at","2.18058582889866","0.0403474738099371",0.0620923740252615
"1000","226304_at","-2.28755402301404","0.0410057375351141",0.0630399408994182
"1288","233413_at","2.15853120972517","0.0410924860531924",0.0631078386847991
"478","208126_s_at","2.20131545663293","0.041727795967617",0.064017177664605
"679","214059_at","-2.23982934133089","0.0419602375168374",0.0643072099275626
"1357","236741_at","2.12190155136503","0.0422745341207761",0.0647219623625932
"1174","229623_at","-2.1452744914716","0.0423287682373203",0.0647381161276663
"166","203896_s_at","2.18149922766918","0.0426687991322645",0.065190886921666
"355","205863_at","-2.22602959866728","0.042885460543549",0.0654544310252725
"782","218934_s_at","-2.27475686164572","0.0429605132180669",0.0655015232398921
"1293","233690_at","-2.17473249408374","0.0432922691408276",0.0659395096266254
"1406","239808_at","-2.19884933267343","0.0434910791325835",0.0661743113701116
"1440","242243_at","-2.20049213682993","0.043543310015034",0.0661858312228517
"992","226147_s_at","2.24252305497531","0.0436241872120046",0.0662408252542939
"729","215363_x_at","-2.1780206244178","0.0442091237273459",0.0670603084584715
"453","207202_s_at","2.18949793139592","0.0447744043674537",0.0678483305445464
"432","206755_at","2.11988234565701","0.0448925010040101",0.0679578002941195
"517","209728_at","-2.1612506342622","0.045370705908694",0.0686116185272291
"294","205311_at","2.19277741514705","0.0456708884111537",0.0689951647556878
"1083","227742_at","-2.08051900756899","0.04622623118965",0.0697630087811215
"1250","232067_at","-2.1350121907151","0.0464961870983847",0.070099032838053
"591","211506_s_at","-2.13405169951588","0.0472013769783226",0.071089878741742
"34","1554997_a_at","-2.12599934245518","0.0478549948580189",0.0720011191670904
"416","206513_at","-2.09121681675519","0.0479476806651036",0.0720674064357845
"223","204607_at","2.12049813515192","0.0481159556719926",0.0722470580606819
"722","215118_s_at","2.07155540762461","0.0483830195754037",0.0725355920420378
"1374","238021_s_at","2.09446249260795","0.048406005755449",0.0725355920420378
"1372","237974_at","-2.16694301732478","0.0485209258206533",0.0726343556224325
"1041","227174_at","2.06221386226688","0.0486796945456513",0.0727984937604997
"1352","236548_at","2.08683039676602","0.0490683639544552",0.0733057614722809
"347","205799_s_at","2.10001519916049","0.0495983420372719",0.0740229032217895
"107","202222_s_at","-2.17488974383392","0.0499544595595542",0.0744793853795366
"907","222925_at","2.02802938415923","0.0506946947390599",0.0755070729681274
"241","204783_at","-2.0262972913562","0.0519599967198572",0.0773139710229201
"94","201495_x_at","-2.16328278555194","0.0522187445264858",0.0776210425157993
"772","218002_s_at","2.03048525800938","0.0530627155636946",0.0787965375404764
"214","204475_at","-2.02894046103224","0.0531394908462606",0.0788315569911494
"1096","228038_at","2.01753194342558","0.0535458308893959",0.0793549213780847
"387","206153_at","2.03058940483626","0.053624157971675",0.0793916105035188
"783","218959_at","-2.13709457032038","0.0545687337007469",0.0807094444555957
"733","215506_s_at","-2.06012849053098","0.0547277538947473",0.0808639394536545
"1462","243509_at","-2.05977562916528","0.0549723590556115",0.0811444582872672
"1404","239591_at","1.9914139986657","0.0552347018084065",0.0814505752040382
"1467","244056_at","-2.09122544101218","0.0555256606499483",0.0817982396453513
"354","205860_x_at","-2.05919476364812","0.0556746844800157",0.0818800871236311
"1272","232584_at","-2.01348997008995","0.0556917191772066",0.0818800871236311
"15","1553613_s_at","-2.0263140516272","0.0557637295885776",0.081904704906117
"1107","228262_at","-2.06153535443283","0.0571554848107926",0.0838657707817769
"908","222939_s_at","-2.02035786183705","0.0572558360874469",0.0839299199620142
"940","223952_x_at","1.98364295262245","0.0574220703289786",0.0840904231497493
"389","206167_s_at","-1.97239692898319","0.0578620349399356",0.0846510718469739
"743","216243_s_at","-2.03842170228706","0.0582860177575713",0.0851872567226042
"1330","235780_at","1.97745847343401","0.0584126674738286",0.085288249454398
"526","209829_at","-1.9909134986904","0.0598973690913129",0.0873699812926434
"1424","241716_at","-2.02661456404592","0.0610200808688769",0.0889201178443221
"828","219970_at","2.00330195476855","0.0612635447829857",0.0891872037017532
"1078","227719_at","1.93785696308614","0.0613646743043045",0.0892467588998815
"1407","239884_at","1.96560807554182","0.0630996738316797",0.0916801143319111
"944","224009_x_at","1.92716536587747","0.0633929849462809",0.0920160662981276
"760","217238_s_at","1.96233939476613","0.0645711101465644",0.0936344278250572
"14","1553319_at","1.92354140116679","0.0647446818765681",0.0937943485249989
"301","205373_at","1.90975265443833","0.0659120187033948",0.0953921989437804
"932","223721_s_at","1.93187474326011","0.066030831964942",0.0954709199727259
"13","1553296_at","1.91058829542476","0.0669767176416697",0.096744147704634
"134","203000_at","-1.98429108067072","0.0687564270074937",0.0992181351753706
"63","1559419_at","1.89093432850995","0.0700199643247394",0.100943178141307
"309","205442_at","-1.88524253407363","0.0703840205253533",0.10136940565459
"345","205792_at","-1.99862415352113","0.0705323045286074",0.101484344962521
"930","223704_s_at","1.88145867330767","0.0706161132040049",0.10150638192855
"190","204260_at","1.86296484914174","0.0714732177344671",0.102638865002403
"232","204705_x_at","1.88686199292982","0.0725309180024476",0.104056941412998
"205","204424_s_at","-1.97229337988234","0.0732482724166939",0.104984467815803
"854","220639_at","1.85580545041871","0.0734513147622757",0.105173766645114
"999","226303_at","-1.9400955690573","0.0737751685206011",0.105535520991825
"461","207317_s_at","-1.96346447623238","0.0748735744929972",0.106900421385956
"1222","230784_at","1.84539328480688","0.0748439162288306",0.106900421385956
"547","210133_at","-1.8804407117759","0.0760745821306837",0.108510616667635
"586","211207_s_at","1.82841769562499","0.0774683712805004",0.110392429074713
"1447","242586_at","1.82900297287195","0.078136451312312",0.111237484000813
"738","215702_s_at","1.84337980200747","0.0787610722055114",0.112019106534134
"663","213832_at","-1.846553429702","0.0791568874172113",0.112474119992624
"830","219987_at","1.81903041858855","0.0796681935651506",0.113092205808001
"1160","229339_at","-1.92219398930158","0.0799810143946854",0.113427620414281
"143","203434_s_at","-1.86177154636229","0.0806571583636007",0.114277159364107
"1179","229667_s_at","1.80932094381416","0.0816216404692289",0.115533210291688
"1460","243046_at","-1.85036770393284","0.0821663942214787",0.116193317019305
"643","213432_at","1.83287003537197","0.0825120258693364",0.116570850656203
"943","223987_at","-1.89012671753115","0.0834021353523211",0.117716156754419
"1292","233614_at","-1.86914849937451","0.0838998646674291",0.118305993755595
"238","204748_at","-1.81780122061478","0.0841421520535754",0.118534856790303
"1086","227812_at","-1.78045694112308","0.084619660017544",0.119070652343292
"1177","229649_at","-1.81917619525912","0.0846831764978611",0.119070652343292
"455","207217_s_at","1.84518242467584","0.0848965188388123",0.119257479544189
"645","213456_at","1.80319293859044","0.0850904658791116",0.119416733364435
"421","206577_at","-1.85324805575688","0.0855895259816211",0.120003479190882
"1468","244107_at","1.77028245778485","0.0860871856026969",0.120587154124005
"359","205886_at","1.79602544763966","0.0864122583186706",0.120928202859556
"554","210164_at","-1.79983414794956","0.0868659398531452",0.12144841779468
"805","219685_at","-1.80413252608486","0.0874975207240135",0.122216141105549
"720","215101_s_at","-1.81164896302897","0.0887375251523801",0.123831461653321
"1253","232099_at","-1.75859539417136","0.089472765497513",0.124740017372826
"695","214455_at","-1.82647811432791","0.0900933539139567",0.125134349110107
"739","215806_x_at","-1.78706646454761","0.0900548595627421",0.125134349110107
"890","222242_s_at","-1.85334749138881","0.0900172867169485",0.125134349110107
"919","223535_at","1.75482203399959","0.0898564594508263",0.125134349110107
"410","206418_at","1.80531753760726","0.0909624612609533",0.126182689642811
"652","213680_at","-1.7924904750914","0.0910184178327696",0.126182689642811
"75","1567183_s_at","1.73177139457889","0.0933942584381729",0.129355412154553
"1091","227892_at","-1.77403860118987","0.0936220054739506",0.129549777882722
"384","206125_s_at","-1.78116194166003","0.0940799217143092",0.130061981325192
"713","214974_x_at","-1.76182791979436","0.0944381051071769",0.130435481611217
"1018","226766_at","1.72229424643698","0.0952183694049941",0.131390710854936
"552","210147_at","1.71874089375894","0.0974073851282092",0.134286274195354
"420","206569_at","-1.78017713170367","0.0978248061133953",0.134486421762571
"463","207397_s_at","1.71400809973341","0.0977474657377115",0.134486421762571
"522","209792_s_at","-1.73417754267264","0.0977249966824961",0.134486421762571
"1400","239448_at","-1.72104553756853","0.0994188606912674",0.136551206250656
"1304","235104_at","1.70187847960397","0.100323509320481",0.137666148900882
"668","213906_at","-1.74377271010015","0.10154628633904",0.139215167765455
"140","203290_at","-1.70408004033804","0.102282692714793",0.140095148431907
"835","220051_at","1.68111075098415","0.104155979629295",0.142529235282193
"113","202376_at","-1.71913544550785","0.104888821267279",0.14339966154807
"860","220812_s_at","1.6897883857989","0.10564398832231",0.144298977597846
"8","1552797_s_at","1.69517731257533","0.105945989377576",0.144474026606437
"1259","232277_at","1.69599094946617","0.10596711668097",0.144474026606437
"154","203697_at","1.65708309212116","0.10727294043295",0.146119942758853
"316","205513_at","1.69739934234157","0.107641705389098",0.146487610088745
"734","215591_at","1.68628194422925","0.108800004134284",0.147928079015605
"649","213537_at","-1.69947976076465","0.109407536113342",0.148617752997225
"413","206442_at","1.64163864575206","0.110454691265167",0.149902795288441
"488","209125_at","-1.70487677354592","0.110893072262542",0.15036004857556
"135","203001_s_at","-1.7140487695388","0.111279282492855",0.150745792188676
"200","204364_s_at","-1.70675155008144","0.111752084553384",0.151248026765402
"548","210135_s_at","-1.67528291801662","0.112419804276185",0.152012910526739
"56","1557257_at","-1.70030210472525","0.112892065660656",0.152512343946301
"543","210029_at","-1.66912375758147","0.114159633078442",0.153944109392403
"1365","237206_at","-1.70446717012536","0.114127014247172",0.153944109392403
"558","210282_at","-1.6265147890764","0.115286889879272",0.155322882546437
"122","202746_at","-1.61328082540859","0.117320991633024",0.157919808901128
"1182","229768_at","-1.61270531684783","0.118910232653892",0.159913761155234
"38","1555564_a_at","-1.59833839508654","0.11957113053561",0.160623363838192
"219","204584_at","-1.61100795416046","0.119654651604159",0.160623363838192
"66","1559584_a_at","-1.6066031628287","0.121036654596463",0.162331513223492
"494","209278_s_at","-1.62423142293564","0.121286188654",0.162519106315758
"82","1569532_a_at","1.58935663779646","0.122138720906906",0.163419659049081
"1397","239131_at","-1.59471269603252","0.12217880042266",0.163419659049081
"1038","227123_at","-1.59301244089841","0.12442168044958",0.166269549527753
"1298","234764_x_at","-1.58987279637226","0.125419042345954",0.167451370051085
"680","214068_at","-1.62483694171203","0.126656792970592",0.16879979063167
"1296","234632_x_at","1.57103748249804","0.126611305809277",0.16879979063167
"1275","232656_at","1.57443412147339","0.127977363555731",0.170406516432698
"418","206552_s_at","-1.60740376294177","0.128335036789115",0.170729375692521
"1118","228462_at","-1.58084108182382","0.128453662610195",0.170733926446914
"439","206859_s_at","-1.63533084680173","0.129371584201166",0.171799899449936
"1214","230650_at","1.56138618982672","0.130011442473081",0.172495038267776
"1363","236918_s_at","1.54739834341781","0.131309662653145",0.174061645842541
"569","210619_s_at","1.56454607197115","0.132071699844479",0.174915334378479
"10","1552848_a_at","-1.57406236804879","0.13353911612496",0.176700866158206
"1392","238878_at","1.53590986914972","0.134303517177721",0.177553802370546
"1242","231814_at","1.55680679081397","0.136194547433561",0.179893332706361
"1131","228737_at","-1.53258593992204","0.139509313367442",0.184107571158102
"1335","235947_at","1.5214116175641","0.140217259295749",0.184877204872153
"1466","244042_x_at","1.51011372962479","0.14073062298743",0.185389140682108
"428","206693_at","1.53133512021323","0.141159134872819",0.185788488349483
"747","216491_x_at","-1.52021692194337","0.141588921736082",0.186188803915593
"201","204365_s_at","-1.56085086531935","0.142365885455923",0.187044540997941
"1033","227051_at","1.52543200302683","0.144547718332226",0.189742886243011
"1389","238751_at","-1.54948526201116","0.144839055353691",0.189957061977142
"1060","227499_at","1.50205404857302","0.148943732810465",0.195167649889575
