"","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"1552870_s_at",2.76397116674896,3.72788122403302,3.6540000086595,3.56943479698588,3.3976843536075,4.27248531748883,4.21137970076843,3.79248264322646,3.39009984092288,3.34789342832638,2.84760593199646,3.52701057605854,2.51293133228644,2.91661547783773,4.69316883319264,3.67000850515825,4.89794194389435,2.77425996250373,5.75286817101997,2.3658571103952,2.65232231045299,4.16290355466465,2.53268222733203,5.99766806320671,6.64872949639974,2.28685506531622,4.93097618327356,6.31582584755079,6.43427892635262,5.97424429225249,7.16838948627824,3.30686575922216,6.88889161745599,5.48082648379416,3.42093303342347
"1553102_a_at",3.82467708098629,5.05463980952881,3.64881588025437,6.08256508063436,5.46084124011138,4.92114434216237,4.59439306485579,5.00080818072043,5.06585547942422,6.80742436253714,5.11708988413353,3.84274259855947,4.61861998523737,6.54975333030082,4.37414589185408,4.18396628888127,4.05046327661811,4.62235115855742,4.28404058429225,7.86840309875696,5.09337041987661,5.40935450946861,4.28825645380757,6.06000147773524,3.79350475249369,3.50862845101517,4.26090985884685,4.16059830493526,5.38392752485174,4.44609242944598,4.81635211423245,4.47166882981326,4.59850839839488,6.22544279630958,5.73169005386027
"1553296_at",4.33846989905751,4.31904655676287,4.41751908175605,3.53361219933515,4.564771590452,3.87880764125476,3.75855018469059,3.34964575718847,3.87532021899449,4.38817025722252,3.58437375190246,6.42510359939951,7.86328787619403,4.26484659237008,4.36758830283148,6.37453076616685,4.45854796326867,5.97653449243765,4.02142514397589,5.00929218680257,2.69823737914707,6.67333624758469,3.2044776930792,2.46894828025092,5.84342312159768,2.65506461536696,4.97616528642977,5.20022760954395,4.20314961915726,4.33808366988419,5.28419156957021,3.13629431177609,3.46489114325299,6.49616625046367,3.71404569813344
"1553319_at",4.89068295837519,3.43920487953948,4.41300924088094,4.37704024544211,4.24223599965978,3.77854819332671,5.06358933465659,3.42665967518913,4.66232854557748,3.17255200767686,4.24911833641492,3.21875990216182,2.59412207779856,3.26631048984108,3.28464862715486,3.82899000160287,3.84035644971088,4.29375690525432,4.26000867860292,2.56624249193991,5.47482109624077,3.48179354733834,3.51853800892275,2.87869921221184,3.44624573412535,2.86625226638565,6.38188453661034,3.4856226369056,3.7729091825287,4.38964420443378,6.50647784234814,3.10136082029972,4.00181846065452,4.0542967521828,3.37093114950958
"1553613_s_at",3.56302828170779,5.6759528090082,4.29053344336998,4.25621199834234,5.6539903245436,4.8030399614006,4.12162097359506,6.04006309808654,4.41620652552222,6.05308366864014,4.07219452047787,5.11503205885226,5.62750210730135,6.92112410198429,4.54689342533541,4.32613524088951,4.3143132817623,6.29563397774579,3.94802170523508,6.50224619823139,5.79552729383724,4.06499435550508,3.58480945527296,5.01864369191124,6.8440874670298,6.4773497830342,3.85822112675988,3.41955541428921,4.15822797236784,4.23660043513352,3.58276011960922,5.75512399971294,4.38705706889078,5.35787812638927,4.25097866567472
"1553808_a_at",4.52414226570521,5.802737001608,4.1553188997292,4.90809976491835,4.22364950903218,5.00014121507205,4.33520062120759,5.42872302731654,6.74852883392198,5.795936007727,4.23439832199761,3.89366297087257,3.16727640042532,5.31782191843351,4.72860767235719,4.04116790145241,5.00129720747829,4.369658040891,6.17747424121806,8.12599031880138,3.58210845752036,5.65374410514062,4.45132143103211,5.75218321497464,4.68099769769724,3.15766849039776,4.1848877562652,4.64756180035316,5.09243593058146,5.24092720694036,5.57556164186014,5.09713302151351,5.06790944353015,4.89443077035836,5.09886075986891
"1553828_at",6.02690405363255,5.03858960594815,7.11933374923738,6.30881198092681,4.73902734890157,7.37090737210461,6.97773386823851,5.41848607689468,8.45020156409106,5.65197002443917,5.18658990190241,4.77126324321481,6.31280411067226,3.855343711794,7.80123871601266,6.19576116234728,8.7521719070261,8.26441145032407,8.12941666783104,4.00693335235806,7.82648734289545,5.97299624356596,6.1662770284147,5.28639169210406,6.35335568385689,3.38237861636696,7.25875687114797,7.99439523380662,7.91742370093809,7.91603081212415,8.17077911244972,5.17367833545129,8.49870247628692,7.49795434345094,7.07644902131089
"1553970_s_at",3.9332647810527,4.43291555679719,4.13499080247396,3.72591843399767,3.84277510518131,4.30092720924462,4.57031090019559,6.62256398531633,4.4395988366985,9.99945646645894,4.18693041914236,3.84367949242975,4.52715944857407,3.88827969227892,3.58880802515861,7.99761356329236,3.51367461273023,6.66664547303387,3.29996684707235,6.14269539912392,3.31134217301342,9.75215107224885,3.52904075249978,3.2615742921104,3.64958063623418,3.88753118910484,4.27445767321612,4.12906933113495,7.29858073060789,3.87761097003265,4.2160830461198,5.16302083182757,4.70342804715503,5.42376959904967,5.23479373948755
"1554007_at",5.67876792789942,3.56299349668166,4.38903335817514,4.25107541862414,4.2708710586067,6.23271930330401,5.62824775763898,3.37716406233828,3.44871508789719,5.35277827828695,6.39543997034738,4.65278494950912,3.60785906912825,5.17300640207395,3.54550760926806,3.78319853183419,4.4656602216918,3.54446826411692,4.0838920922416,7.6826863425922,4.28125937218431,3.96554335818013,4.74921098973266,5.96997167879052,3.75487482612974,5.64920244391337,3.43840602596625,3.62668253645,4.75574174780754,4.677327501905,3.32606332897336,4.35744473443694,3.98192039030542,3.60527171872397,5.44866047782521
"1554008_at",3.90714241028724,4.30727642505188,3.99755742978793,4.62263474448038,4.1123101803484,3.7477406655019,4.21793959568893,3.67978314678174,3.59557834879949,4.79887300760588,6.99627829451204,4.44773524343275,3.57469693186488,7.61772720809122,3.9821017801457,3.69857173734375,3.71771588895819,3.9603748912851,3.70010303715628,5.2263777146538,4.01641456752861,3.73021523706704,3.59027430934359,4.56979561560981,3.22654667692054,6.74910270093709,3.32968594198082,3.85425352849627,3.49760555975129,3.95418566979145,4.30745893354705,3.93306384462927,3.7029558820789,4.29973773825884,4.17370732693572
"1554018_at",4.36749244076748,3.1642224339988,2.91772000404897,4.89650184189484,7.00509365708461,3.32255318838858,6.15659613253512,4.57197639849123,2.34211062678451,5.33115796176091,5.14914734560552,4.92332148840551,3.12741838282622,5.2004656872558,3.23819381159288,3.35590250599063,3.31900997204342,2.76055268701997,3.1057229569097,3.79804342090301,3.85762219368368,4.04246097394589,4.91252555318299,5.76036632338711,2.91318437249722,7.93375030625703,2.86025928839165,2.79748160089342,3.83497103174242,3.67298915451575,2.84190695824994,3.1402017296019,3.19100049480622,4.08276288544498,5.13845637187833
"1554195_a_at",4.48382508441242,4.71572295879394,4.93245873055007,5.76654191984368,7.13303396377779,3.84807788215521,5.76931760435029,7.34375662542872,3.87129941210137,4.48181298521702,7.72036127588457,6.99643852614393,4.37460080552285,6.84243272631543,5.02203452699112,4.35618730661673,4.69209490598703,4.38240457648967,4.23815921397156,4.77239976327496,5.36640476524465,4.29561388304647,4.2651052710036,5.82601090499226,3.93298988337478,8.85880363248079,4.54759653487768,4.13316982734823,4.49918444380765,4.57095159071717,4.35941249779755,4.54389755311561,5.09127918675402,4.52204715085523,4.68546308904816
"1554242_a_at",5.30852288063259,3.65033944382753,3.80690921811228,3.4063231711814,3.72642245566902,3.34995160385812,3.09328277532866,3.23749428912453,3.26992119026166,3.36709753585734,6.97639545382838,3.14403322572069,3.53859367778818,3.53997759496501,6.60255785444112,4.85271751756167,3.31519105398473,5.94470532811123,2.97161792506029,4.78356931581096,6.9903716242962,3.1164267122652,3.95305944784249,3.67744946543677,4.02926764902036,3.0378923653242,3.22106903226053,3.15105889016203,5.9471409458322,3.68059056462304,3.62887773615712,3.11432288701105,2.89429838353966,4.10571120805557,4.43403078171149
"1554375_a_at",2.83246065061069,4.15147280318492,4.01636641868468,4.31530781586628,3.01944915274389,6.45081851643048,2.92036543434071,3.34858871877612,3.04135281320557,2.89141842232599,4.18760205510342,3.78751765921523,3.42525590895111,2.91917483591615,3.35489965382743,4.22610363165927,5.56381437619823,2.82124551821128,5.88826779139195,3.67138615388342,2.82947292282494,2.94564258296843,2.83304354047325,2.34418214981499,4.75866348636836,2.54889178001622,4.75521505901202,5.78281117030465,3.78500074501846,4.37502267553447,5.61024856792966,3.01660122089043,3.47118733246379,5.19635642795398,2.94500141177704
"1554411_at",5.59699896080122,7.06512675249255,6.47935556617254,8.74945185407348,7.39594185440428,5.75106185352954,8.19685217337744,7.0739786123251,5.89991701123801,5.17755215813977,7.15015396085715,5.90394436399957,10.0509595260884,8.35272310578378,6.97392926306273,5.10538705676942,5.87977375483179,4.61053659235008,7.18512109113342,4.4733637467875,6.67923867609781,8.10015471253247,6.88394525619774,6.31478738582557,4.63540507980644,5.30777114760798,6.69576702811933,6.23775020071379,6.59591717213962,7.54161376088883,7.6701667869187,5.22514087293385,8.20173459558185,6.60403339217949,6.65243291914976
