"","GSM972389","GSM972390","GSM972396","GSM972401","GSM972409","GSM972412","GSM972413","GSM972422","GSM972429","GSM972433","GSM972438","GSM972440","GSM972443","GSM972444","GSM972446","GSM972453","GSM972457","GSM972459","GSM972463","GSM972467","GSM972472","GSM972473","GSM972475","GSM972476","GSM972477","GSM972479","GSM972480","GSM972487","GSM972488","GSM972489","GSM972496","GSM972502","GSM972510","GSM972512","GSM972521"
"205880_at",4.00788259325529,3.9608747433187,4.02413231993195,5.28194855813049,6.22749768062569,3.80161427266144,6.94389539477989,5.84840875793147,3.5119445571344,6.23921192773009,6.54426895857256,5.42277935691949,3.55457257620364,6.40666562487304,4.27070704011407,3.39343897949221,3.47399552488781,4.23267390214942,3.8643905580352,7.55613653289915,4.52292956619222,3.93340091915555,3.46652884085383,6.98196342649266,3.64022096791187,6.26062599626551,5.07199153105708,3.81711679525592,3.50214957715447,4.54460842304624,3.54171663964389,4.37641456462194,4.40484947991975,4.50657387855211,5.50936556008331
"205884_at",3.75680020040983,3.1589281742659,3.06206795070653,5.6569933951217,4.6001713119289,4.38789064787022,4.45196930051435,3.25571237868925,3.41808289553815,4.78848273035114,5.50920672171666,3.76504336435869,3.24695246321517,3.60727458968036,3.49439070742167,3.05252637603491,3.04377432879258,2.95166822309283,3.56468320270964,3.68812164425453,3.29169166979257,4.69970522743215,3.36881123334716,4.78778100904093,3.04861572884632,5.0613639476775,2.96161346459388,3.73496686703282,5.40574620506853,3.74027798319295,4.09211999716989,3.18917158914427,3.43494914467954,3.92195868480629,3.97928369649081
"205885_s_at",4.1364690923008,3.76819161927342,3.09525927508829,6.09448175332805,5.22854033529184,4.59962454772711,4.37943603349893,3.74795617719701,4.13184154402156,5.47232648291104,5.61554647521782,4.23013567021112,3.42532533741124,3.63094251353039,3.42046552439817,3.34318323985919,3.29032272069883,3.05271322470399,4.23009537161363,3.65619438075158,4.09118091641508,5.20107388249109,3.95209494399634,4.47707334411223,3.30128840431467,4.47195014481272,4.20108986982377,3.72798988048311,6.13409876522506,3.41527180360361,4.50957837068579,3.17723772941881,4.06969832627947,4.03514890932531,4.14543427544589
"205886_at",6.78923593687048,6.87309063214764,10.5644873719954,12.5263360049181,4.4395413782877,6.58363527139324,3.78139052917725,4.43123207940878,10.8990140865021,4.2031566897575,12.2443081037374,4.7552972338044,14.6801016665264,7.18800233813111,8.32319679274765,11.2877673186067,2.74180397814174,10.5480203958318,3.26548513338912,3.11942872894815,9.27459386771345,7.44154208196024,10.6950093542658,3.42531069191771,3.48045814877066,3.7368320503015,9.0639917107866,6.39925796645094,4.51718462469641,7.26816001638367,10.0957630010308,4.16213322943474,3.78765411355747,10.5188358044006,4.8251995648475
"205892_s_at",5.25033415330806,10.831830415866,8.27547150044485,7.30548967814057,8.95877785146596,11.2429247906667,12.1135850644651,11.1125710209521,11.8250349567998,4.94619804568764,6.04263006231692,11.7990492553157,11.8038279503133,3.13407179487727,10.6046225811724,12.376300998837,12.0677971831873,9.80489007400898,12.036217653574,10.2993250991066,8.80820707221741,11.3017735691415,9.70238978869416,11.7492988809147,11.6537513980755,1.44443861882851,11.2793265960076,12.9120984391202,10.8076756004409,11.5764768464821,12.2430310538961,10.5173791094726,12.0161496817031,11.8597271953806,10.6118571713626
"205910_s_at",4.26889042852554,4.91573396148168,3.92182619818572,3.87006238813551,3.49794453003029,4.27927379549556,4.80743675528749,6.60819338044884,4.38914135884897,10.0512617792224,3.40947822387072,4.03850895174736,4.48174507229036,3.7362208129136,3.92965804784871,7.94946530339753,2.99443145109045,6.3792425377659,3.77141418260466,5.91777119513611,3.42391020143268,9.56859720250094,3.6753362723737,3.11265731127006,3.14095752371841,3.90219884575645,4.51345599715984,4.40205837866585,7.10246026122595,4.23391514569507,4.05732629891982,5.31274311346613,4.23850188522989,5.24522578170576,4.91365035807767
"205916_at",3.38904496975678,4.17757802235511,3.55092672576757,5.0923178709551,3.69852980407928,3.45765421135266,3.2886628009388,3.70235664665557,3.53387994404696,3.31283534165054,3.22494947356286,3.25199863522401,3.38838972404708,4.11491269909312,4.04217263501962,3.66994169673052,3.09086377966095,3.42981465302292,3.29365397848465,3.32307481817974,3.41386987044762,5.95781034516161,3.90493136035977,3.67469886585159,3.67136262284495,3.48804260669118,3.06946889854232,3.62665168910494,6.10119458921155,3.12604942625774,6.6041601688443,4.19986150377616,3.48580973963595,3.90140877094929,3.42786922239775
"205927_s_at",5.83184695281527,9.70185976461331,7.05572949938349,4.6015621794157,5.59266072543211,6.21827146678537,5.93611036717539,5.16414303402516,7.49473530687071,4.82701418497279,6.80314922377004,10.6744773705909,5.05239679650959,11.3719775696495,7.44882997966019,5.72780871590796,7.56160557899664,7.27510228322486,9.34687050036819,3.51179522245273,7.66317337933259,9.42320307731869,7.08863199291702,5.07364061529625,5.28682824230095,9.4553563419144,6.35768348941357,10.0813258169373,9.56310679552431,8.72104382750317,6.16000917666056,6.31348518127499,9.50465038521866,10.0335735653093,5.63971226239028
"205941_s_at",6.00504830046992,6.02991022842434,5.65594786166635,8.39738452788381,9.27924900304384,4.96850126697171,9.76497869179954,9.89508589270153,4.84077673656031,7.89691539944873,9.16223032294012,8.56275916272497,5.70796325324648,10.518316970789,5.94795017396588,4.85857322496665,5.0115073301912,4.3574332968097,5.41457949186971,8.60549633559083,7.70955805662203,5.14960560871981,4.6240487349586,10.9807163808121,4.8345604247998,12.6480481774011,5.16242153073298,5.66079504269517,5.03695124882652,8.59299846734782,4.28671574978545,6.85928120881343,5.61016722501795,6.34230654154513,7.54520698218634
"205942_s_at",4.83920609937154,5.2178529888606,5.49780278604782,4.76110377622968,4.55684644658047,5.12651844773391,4.19576196350541,4.72489779437185,6.12047628694695,4.77344015395489,4.24233851482676,4.52649198432815,4.6069973816473,3.47326673793798,4.03429867376031,5.58077203099505,5.98660064839312,3.23337756723906,6.65729387029073,3.23241124110783,3.77461927851508,6.63613581613807,5.99740751612278,4.59385765042956,4.882640933334,3.19292460501278,7.01394640294333,6.91699243360419,6.48333271098663,5.88634181777819,6.99495044982802,3.83306910127187,6.17781764817019,7.2948563059772,4.00090012532322
"205943_at",6.45854746708183,5.09437455097108,4.29201348042772,10.3451277852991,6.67427516701754,7.00227022017789,6.07593106515954,5.30070088724641,4.2503076144642,7.72620248815661,8.94708663638931,8.12898047923717,5.58893503274227,7.64199071308579,6.46688765737444,4.07497264133807,7.22520675813595,5.58126198722659,5.15262341317214,6.2697807925736,6.86017690504565,5.68606524063908,3.19622684397719,6.76423511298517,4.42346050674514,5.25775983624955,3.28525805886861,8.96591090322372,8.7117462587374,5.66859481349084,4.74316485502012,3.87069904171469,5.52067582852916,6.55744407691971,7.81680390213626
"205950_s_at",5.01809655309217,6.47271893849484,6.04053213547921,5.43443394477646,5.67875135374455,6.02923179775112,5.72102986034934,5.51822632834836,12.1074731139983,5.75251146992327,6.36378061897335,6.01925256757862,6.03991073735449,5.70020600492144,7.86449850542345,5.76596395871613,6.25150153419755,5.62086909784919,5.69705782664614,5.65497640701644,5.47582951094264,9.04311660377225,5.63136697595997,5.54997556758652,9.74501937643113,5.61339614356939,5.52090222018634,10.908053334391,5.18844149416157,8.82118945467691,8.41428125957621,7.81367506313142,6.93109567584247,5.58538873451529,5.64869540278066
"205959_at",3.93210908437238,4.15502005667417,4.11154275404548,6.30486581871543,3.82258333266958,3.91850183500869,6.32397707049247,4.86769674838785,3.79194079484707,3.86117040602009,5.79205832613488,4.28341751652345,3.9072964170947,5.30158869109219,3.88594120027092,3.74503404407558,3.70539611283899,4.17160910877268,3.69065823140127,3.84796365576587,4.70081498702799,4.0664328792939,4.06924773799659,4.04298324865729,3.6747482360366,6.87104115437942,3.73523733812499,4.01440377379794,3.57754702872859,3.95699229927488,3.92813326715252,4.16653171797606,3.99509559710543,4.11251728556045,3.93243411436965
"205979_at",3.41079003522428,3.64691996246473,6.32186770456287,4.19672045533351,3.37929145490997,4.11890813300576,3.90378096485892,3.49115722172491,5.69606856080834,3.70322481281553,6.68750508925165,3.97218581501677,3.78291476625499,3.43877373787529,3.2296588558274,4.1386060908575,5.84964555747596,4.35100180161272,6.07491399068748,2.47602837493768,3.59881975798816,6.71464745732236,5.27413134114532,2.25933370279363,3.69203254899778,2.63880264806772,4.49542804490095,4.62500752522995,6.16566331904507,5.62882721823517,6.00013246722298,5.2730229347488,6.69851054923405,4.64345642345996,3.37127118103245
"205983_at",6.03107724602591,9.58404634610285,6.10054026145669,5.34807273342672,8.4813576866646,7.09390292814649,6.6820157650151,7.94106405653567,8.66617660701347,7.55833101648657,5.29446504723076,5.59825572921059,9.91934870555098,5.33045168979488,9.42493808218029,8.0634206426109,5.58855348849091,9.2045186497008,6.62009771189054,6.94799507134861,6.83816346086331,8.46237954062811,8.19531663201681,5.00469742865472,8.41012554162844,4.547730035035,8.65417248799766,5.57164297553331,7.45402301894423,9.1621793455939,8.4202072573404,7.82460271543042,8.95680281439712,6.2377170926771,7.73215477374098
