"","gs_name","stat_est","pval","adjp"
"1","HALLMARK_WNT_BETA_CATENIN_SIGNALING","9.33037817682654","0.106105868818079",0.129116780128024
"2","HALLMARK_PROTEIN_SECRETION","9.41916881004286","0.000296096843118715",0.00052466282728053
"3","HALLMARK_XENOBIOTIC_METABOLISM","9.464770500804","1.04578909148569e-12",4.40102909333561e-12
