"","IDs","tstat","pval","adjp"
"3344","209596_at","-8.5049890088889","6.72015366727181e-09",5.70352872013507e-07
"5303","218502_s_at","-7.89454096271661","6.73686893096311e-09",5.70352872013507e-07
"2407","205547_s_at","-9.53528208982836","7.1975288093596e-09",5.95991226457922e-07
"2848","207173_x_at","-7.96699342250493","7.10467704403128e-09",5.95991226457922e-07
"3497","209955_s_at","-7.82856530610844","7.20599511156341e-09",5.95991226457922e-07
"4885","215388_s_at","-8.54714181857815","7.44438072143101e-09",6.11007492494857e-07
"10535","244050_at","-9.36265208828134","7.52864892081704e-09",6.13242675732006e-07
"1831","204236_at","-8.56278440778378","8.19845163955138e-09",6.57833970361615e-07
"2733","206584_at","-7.96296970023732","8.18430988958409e-09",6.57833970361615e-07
"7638","227140_at","-8.161034490297","8.5183708386524e-09",6.78440913016227e-07
"1103","202207_at","-7.85901648727258","8.73503737140144e-09",6.90581778068443e-07
"3690","210809_s_at","-7.66584716547124","8.8703278226489e-09",6.96158866781905e-07
"2872","207266_x_at","-9.0952706187851","9.00265618870361e-09",6.99149532484674e-07
"3205","209210_s_at","-8.99049561463432","9.03848446943543e-09",6.99149532484674e-07
"4837","215127_s_at","-8.6018535194974","9.65538530496122e-09",7.41533591421022e-07
"4076","212489_at","-7.90171076717907","9.83321603647757e-09",7.49835027122034e-07
"3949","212067_s_at","-9.18345565239474","1.02416627748956e-08",7.75481395462517e-07
"1274","202759_s_at","-8.3464257325966","1.03742704970771e-08",7.76130846815908e-07
"1775","204115_at","-8.00643291827399","1.03946095555702e-08",7.76130846815908e-07
"776","201109_s_at","-8.97993810111771","1.07228742889833e-08",7.84301662279921e-07
"1004","201859_at","-7.56032872340713","1.07125271460873e-08",7.84301662279921e-07
"4386","213415_at","-7.76224726136635","1.07147169568032e-08",7.84301662279921e-07
"1100","202202_s_at","-8.27557859183413","1.08734603046258e-08",7.84640571780782e-07
"3493","209946_at","-10.2328393065433","1.08521223070251e-08",7.84640571780782e-07
"1524","203477_at","-7.7044804325422","1.10019159791708e-08",7.88617337386963e-07
"4511","213800_at","-9.14478437282549","1.12746639329563e-08",8.02815805345339e-07
"1007","201866_s_at","-8.40236667650547","1.14539711025159e-08",8.04922204537588e-07
"1365","202994_s_at","-8.95873318006314","1.14263989016103e-08",8.04922204537588e-07
"1469","203325_s_at","-7.79350668617565","1.16898912793372e-08",8.16166954775543e-07
"3103","208850_s_at","-8.77854067865201","1.21456390671342e-08",8.42515556450496e-07
"7616","227070_at","-7.78843444399181","1.22519916492633e-08",8.4444496290307e-07
"8539","229802_at","-8.43747251973439","1.25547933313056e-08",8.59803426103171e-07
"1935","204464_s_at","-8.14508114064101","1.27775275434229e-08",8.69518836372677e-07
"738","200974_at","-9.18997093376773","1.32598508886059e-08",8.84241471746042e-07
"1161","202404_s_at","-7.49406048756302","1.33592254799022e-08",8.84241471746042e-07
"2525","205880_at","-10.4803713851481","1.34605546464919e-08",8.84241471746042e-07
"2932","207691_x_at","-7.85597703471866","1.3487314115174e-08",8.84241471746042e-07
"3951","212077_at","-8.07062484451097","1.33042139788298e-08",8.84241471746042e-07
"4996","216321_s_at","-8.1706442263215","1.3409355168729e-08",8.84241471746042e-07
"221","1555229_a_at","-8.33814776000519","1.38451629591493e-08",9.02201164465292e-07
"1956","204527_at","-8.93530275596395","1.42561207259094e-08",9.23384397861312e-07
"971","201744_s_at","-7.45952399705973","1.49246951360792e-08",9.38422936275576e-07
"1934","204463_s_at","-8.06707031120924","1.48150516576522e-08",9.38422936275576e-07
"5669","219561_at","-8.58412477768514","1.46384607446175e-08",9.38422936275576e-07
"5872","220234_at","7.51007460188229","1.47041917969682e-08",9.38422936275576e-07
"6320","222670_s_at","-9.76428183318473","1.48655954068036e-08",9.38422936275576e-07
"860","201431_s_at","-7.58680351762009","1.51940522406627e-08",9.42536284200152e-07
"1067","202075_s_at","-7.81466930547965","1.52530983492212e-08",9.42536284200152e-07
"5229","218181_s_at","-8.37039726357382","1.52070145344629e-08",9.42536284200152e-07
"790","201141_at","-8.70642773999044","1.55637833778809e-08",9.56238850737002e-07
"3854","211671_s_at","-8.19638301615444","1.57109578846067e-08",9.59796699859609e-07
"988","201810_s_at","-7.9347334468579","1.68494030665611e-08",1.02352984051788e-06
"4267","213069_at","-9.89888576233599","1.70298161152604e-08",1.02867743186112e-06
"7108","225782_at","-8.9151409008149","1.77212864639925e-08",1.06446520704384e-06
"3091","208789_at","-8.3478271482034","1.87271235966253e-08",1.11863351617175e-06
"1133","202311_s_at","-7.36301589986369","1.88425073107981e-08",1.11930739561161e-06
"3922","211958_at","-8.26018139910495","1.90944501764512e-08",1.12804136427035e-06
"897","201560_at","-7.56902564735294","1.92161377708279e-08",1.12902684869913e-06
"9392","235318_at","-10.2288905152998","2.00522856065367e-08",1.17175095022545e-06
"775","201108_s_at","-8.9309952017489","2.0758370379036e-08",1.20645404494808e-06
"4130","212646_at","-8.65382066429258","2.09439312825178e-08",1.21069435026684e-06
"1707","203935_at","-7.62754581476566","2.1420084326732e-08",1.23159757583434e-06
"255","1555724_s_at","-9.52418246169867","2.20460186100155e-08",1.26046077869138e-06
"3896","211813_x_at","-8.60780120743593","2.21565371254344e-08",1.26046077869138e-06
"713","200839_s_at","-8.18033352332353","2.22953099688505e-08",1.26167985676358e-06
"3171","209118_s_at","-7.60687152109993","2.32963734324105e-08",1.31142726254072e-06
"1278","202765_s_at","-9.55153102185099","2.34584799971904e-08",1.31367487984266e-06
"7730","227376_at","-9.28719890677182","2.37149151482037e-08",1.32115423665019e-06
"1102","202206_at","-7.66553258584536","2.44600775244484e-08",1.35564305949933e-06
"4043","212372_at","-7.33188299842935","2.46064479544124e-08",1.35676168413252e-06
"6762","224710_at","-9.17997745281481","2.50820751377483e-08",1.37593097898505e-06
"3104","208851_s_at","-8.57548864602593","2.55245627724885e-08",1.39309694888222e-06
"1774","204114_at","-7.75236455508807","2.66694622625616e-08",1.41983576070662e-06
"4010","212262_at","-8.79474464686083","2.62480156214145e-08",1.41983576070662e-06
"4218","212956_at","-7.31918405017217","2.66747417841088e-08",1.41983576070662e-06
"5926","220617_s_at","-8.06278075934782","2.65612340698015e-08",1.41983576070662e-06
"7905","227846_at","-8.26406331076776","2.6449100864714e-08",1.41983576070662e-06
"1503","203417_at","-7.85541636998829","2.73316391179108e-08",1.43031916883973e-06
"2582","206025_s_at","-8.33453692971291","2.72436401317051e-08",1.43031916883973e-06
"3551","210139_s_at","-7.97710709142322","2.70457946914989e-08",1.43031916883973e-06
"5225","218162_at","-8.73414187297222","2.74038084803742e-08",1.43031916883973e-06
"1426","203185_at","-7.85715489726353","2.80269796020726e-08",1.45577818686708e-06
"5367","218718_at","-7.84980589845665","2.82746228508598e-08",1.4615805042906e-06
"6900","225163_at","-7.86569279367961","2.86036058611131e-08",1.47151181922817e-06
"4075","212488_at","-7.84471261370948","2.89846140023496e-08",1.4840122369203e-06
"1349","202957_at","-7.4289765505697","2.93515463112252e-08",1.49567690018149e-06
"980","201787_at","-8.65750300915578","3.06589363339878e-08",1.55182752184953e-06
"3258","209356_x_at","-9.30147929887096","3.07421188759254e-08",1.55182752184953e-06
"6803","224833_at","-7.21852997322126","3.21613817412871e-08",1.61588400225383e-06
"2732","206580_s_at","-9.51491811638449","3.2495162252057e-08",1.61941048014568e-06
"7463","226695_at","-7.41457450497525","3.26801323391605e-08",1.61941048014568e-06
"8884","231577_s_at","-7.43068387871546","3.26834146383568e-08",1.61941048014568e-06
"3923","211959_at","-7.16385280061763","3.28938288610832e-08",1.6223598528182e-06
"5177","217904_s_at","-7.95213586597844","3.34477650422138e-08",1.64214780700403e-06
"4529","213869_x_at","-8.19384071957781","3.41453102062623e-08",1.66877443335333e-06
"4892","215446_s_at","-8.10595775942279","3.52788531505501e-08",1.71637207726115e-06
"7987","228080_at","-10.1476236030786","3.58696342889993e-08",1.73725363907802e-06
"7462","226694_at","-7.71675526241268","3.61006362953367e-08",1.74060108272404e-06
"918","201617_x_at","-8.05969676583119","3.75525053720766e-08",1.80252025785968e-06
"1173","202443_x_at","-7.23134790437043","3.92182825736281e-08",1.87383349838112e-06
"1180","202465_at","-8.67159080969626","3.93867532211806e-08",1.87383349838112e-06
"3826","211597_s_at","-8.38277691322055","4.00538366973557e-08",1.89717556022013e-06
"1403","203104_at","-8.80056057416246","4.0850886981366e-08",1.91838875957044e-06
"3375","209656_s_at","-7.51382574018476","4.08585403591547e-08",1.91838875957044e-06
"1132","202310_s_at","-7.07629594237298","4.26259991794427e-08",1.99267279642334e-06
"1554","203562_at","-8.76268520688903","4.36036033113471e-08",2.02954953594634e-06
"6865","225021_at","-7.43628459664136","4.51426020704024e-08",2.06541811685518e-06
"7040","225604_s_at","-7.83256281984664","4.4983824540975e-08",2.06541811685518e-06
"7883","227761_at","-8.69029528104706","4.49677395605238e-08",2.06541811685518e-06
"10660","37892_at","-8.39780431680278","4.4898901018781e-08",2.06541811685518e-06
"743","200986_at","-9.11627119773675","4.5662813012487e-08",2.07595978502385e-06
"1410","203140_at","-7.98269500008221","4.5759158207836e-08",2.07595978502385e-06
"5531","219165_at","-7.61362023853697","4.62076487216189e-08",2.08749848342372e-06
"4557","213943_at","-7.58704120569501","4.64773504030956e-08",2.0908973704355e-06
"8079","228333_at","-10.1292727239701","4.68426537632443e-08",2.09855088859334e-06
"4081","212509_s_at","-7.13193381303188","4.75638809079103e-08",2.12202011419855e-06
"3302","209474_s_at","-7.64296703953843","4.80605651649012e-08",2.13531899443396e-06
"6046","221447_s_at","-8.00142362430908","4.83133454419629e-08",2.13771642054315e-06
"5985","221011_s_at","-7.41592541198399","4.99791497300884e-08",2.20235990941767e-06
"2129","204912_at","-7.38125565846355","5.08873167015296e-08",2.23322624152998e-06
"1228","202637_s_at","-7.9260615076551","5.11146116923394e-08",2.23408254030908e-06
"3739","211067_s_at","-8.1004171183868","5.18808301545361e-08",2.25839144057317e-06
"4707","214511_x_at","-10.0767989226128","5.2424110396847e-08",2.27283885075362e-06
"5652","219517_at","7.19354610077645","5.28667595654408e-08",2.28075399716247e-06
"7879","227756_at","7.10379722011884","5.30309244131899e-08",2.28075399716247e-06
"1317","202878_s_at","-7.80080548529165","5.459349478759e-08",2.32932244427051e-06
"7808","227561_at","-8.97063299137553","5.43844799276111e-08",2.32932244427051e-06
"409","1557938_s_at","-8.8615669648477","5.58382499806262e-08",2.36367269209328e-06
"694","200757_s_at","-7.10073347641918","5.57535123364014e-08",2.36367269209328e-06
"8095","228372_at","-8.26773563613613","5.62990287975334e-08",2.37383199071011e-06
"6127","221773_at","-7.05386269176672","5.66738912389473e-08",2.38030343203579e-06
"1598","203688_at","-8.08869369505061","5.77219287415693e-08",2.41488785147608e-06
"4236","213004_at","-8.53190845597713","5.81649284367161e-08",2.42398957578128e-06
"1120","202269_x_at","-7.32974341781087","5.91978203725741e-08",2.45633314277762e-06
"1673","203868_s_at","-7.86701848744811","5.9397936860322e-08",2.45633314277762e-06
"5965","220929_at","7.16219506781001","6.22403872727032e-08",2.55423146548132e-06
"6581","223597_at","7.03869975169536","6.20947457438153e-08",2.55423146548132e-06
"1246","202686_s_at","-8.08657039387058","6.49390512428838e-08",2.64682036869361e-06
"3198","209198_s_at","-8.92825977717233","6.52350630304881e-08",2.64682036869361e-06
"4395","213428_s_at","-7.45642003073831","6.50615314648558e-08",2.64682036869361e-06
"800","201185_at","-8.1582899250801","6.63600015382589e-08",2.68234111480962e-06
"1672","203865_s_at","-7.88018644347395","6.69861688829272e-08",2.68843073704335e-06
"7264","226207_at","-7.6875306293773","6.70107363771967e-08",2.68843073704335e-06
"1121","202270_at","-7.22668705750371","6.78208186585845e-08",2.71081577032379e-06
"5296","218468_s_at","-7.18605727514216","6.95586192230782e-08",2.76997879217236e-06
"9815","238455_at","-7.90619369680334","6.98598409021011e-08",2.77170852169517e-06
"1787","204140_at","-6.97105659691787","7.09192248622364e-08",2.80339524161311e-06
"1766","204083_s_at","-7.69709893578501","7.12273676593514e-08",2.80526248012215e-06
"3222","209264_s_at","-8.76582202772918","7.2344891045572e-08",2.80813093329238e-06
"5321","218573_at","-7.26603885006451","7.18241699461742e-08",2.80813093329238e-06
"5653","219518_s_at","6.93775810837217","7.22520775894843e-08",2.80813093329238e-06
"6910","225185_at","-9.25091594978144","7.15772384217869e-08",2.80813093329238e-06
"1759","204069_at","-8.61650869573274","7.47035545610717e-08",2.8892540238872e-06
"5687","219607_s_at","-7.57837831967967","7.49967492843843e-08",2.8901973057552e-06
"237","1555420_a_at","-7.42462037815791","7.57593368407961e-08",2.90915853468657e-06
"10250","242100_at","-8.54022591707224","7.67586808209483e-08",2.93704390102077e-06
"7385","226517_at","-7.81805050951181","7.95687168114236e-08",3.02530277141938e-06
"7739","227399_at","-9.2207654350202","7.96280398355361e-08",3.02530277141938e-06
"3963","212117_at","-6.96572895335238","8.16949543772381e-08",3.09063438190123e-06
"8357","229218_at","-7.39777234808216","8.19225073327613e-08",3.09063438190123e-06
"4291","213139_at","-7.83106521398404","8.25872200024864e-08",3.10481744568788e-06
"1573","203620_s_at","-7.12078327758221","8.62942043650307e-08",3.23287555865091e-06
"3630","210517_s_at","-6.95132669953324","8.75777179450626e-08",3.25476898518545e-06
"3965","212120_at","-7.17053864589306","8.7786737881676e-08",3.25476898518545e-06
"5502","219087_at","-7.94378223983299","8.75899916861517e-08",3.25476898518545e-06
"2937","207719_x_at","-6.96245791706365","9.00338440839114e-08",3.31875014138764e-06
"6956","225303_at","-7.64717627261562","9.01297471433398e-08",3.31875014138764e-06
"842","201348_at","-8.08339363699237","9.12044550044634e-08",3.34686109286004e-06
"7353","226436_at","-6.98344805782957","9.20185824775783e-08",3.36525101632286e-06
"4140","212681_at","-6.81350838488176","9.32472665963934e-08",3.39862579811668e-06
"3221","209263_x_at","-8.83516386111136","9.42034235969282e-08",3.42187571119653e-06
"8794","230822_at","6.81110477482529","9.49427019692805e-08",3.43711761472628e-06
"3357","209621_s_at","-9.23565576731404","9.58158304854823e-08",3.45657453015726e-06
"6525","223393_s_at","-8.43371909100505","9.61231198397527e-08",3.45657453015726e-06
"7478","226743_at","-7.54887395132639","9.75901339650702e-08",3.49763040130812e-06
"2503","205801_s_at","-7.72882334430207","9.98525282744534e-08",3.56682519603629e-06
"3975","212154_at","-7.98417942602739","1.00594599373532e-07",3.58143421345767e-06
"1084","202133_at","-7.48014731255175","1.04159504359197e-07",3.69611548141943e-06
"3645","210606_x_at","-8.27077779257983","1.04979154074709e-07",3.70938209961469e-06
"5116","217428_s_at","-8.80219294758281","1.05223357550454e-07",3.70938209961469e-06
"1275","202760_s_at","-7.40565069487216","1.06267610519456e-07",3.72178940816023e-06
"6937","225269_s_at","-8.0385287199886","1.06250662195792e-07",3.72178940816023e-06
"5233","218196_at","-7.01149887898146","1.06998925711778e-07",3.73523522484752e-06
"2249","205168_at","-9.65525704108198","1.08148569444084e-07",3.76315022220968e-06
"3976","212157_at","-8.77134149120265","1.11222532349595e-07",3.85660129372795e-06
"6396","222877_at","-9.38426639878653","1.11551618522079e-07",3.85660129372795e-06
"767","201058_s_at","-8.28906821098436","1.12635059680166e-07",3.88157744128572e-06
"2308","205304_s_at","-7.99872424575675","1.13029199505856e-07",3.88271550507017e-06
"1534","203505_at","-6.99285929609746","1.16867637826145e-07",4.00178612072201e-06
"9954","239156_at","7.1551549771148","1.17373053736425e-07",4.00633356753664e-06
"6983","225381_at","-10.1679066590054","1.20311299838974e-07",4.09363005021724e-06
"7189","226001_at","-6.8692156719253","1.21956723540734e-07",4.13652584072546e-06
"2348","205407_at","-8.92670436584658","1.24268757417362e-07",4.20169081682854e-06
"6998","225450_at","-8.13995832280088","1.2700553264433e-07",4.28076328210607e-06
"4343","213290_at","-8.54103901888578","1.30968868869947e-07",4.38684510308308e-06
"7488","226771_at","-8.22623302180522","1.30940440750191e-07",4.38684510308308e-06
"1060","202052_s_at","-7.4245918011173","1.35597548218725e-07",4.52777900139047e-06
"4691","214449_s_at","-6.89466041278516","1.41797050703028e-07",4.72012968779863e-06
"1157","202391_at","-7.24149192214209","1.49584810625858e-07",4.94068819177913e-06
"1291","202803_s_at","-7.36829831106327","1.49543376549622e-07",4.94068819177913e-06
"3272","209392_at","-6.64402029831178","1.50260885296854e-07",4.94068819177913e-06
"7433","226621_at","-8.72594027781964","1.50048282066258e-07",4.94068819177913e-06
"2307","205303_at","-7.74892315075611","1.51455311071795e-07",4.94968846396334e-06
"4044","212377_s_at","-7.11749926427304","1.51311139067912e-07",4.94968846396334e-06
"6830","224927_at","-7.23452838004404","1.5192393938146e-07",4.9499581703923e-06
"1684","203887_s_at","-8.56268658989226","1.53315866555418e-07",4.9555739001854e-06
"5358","218694_at","-9.31898826004889","1.53939888640432e-07",4.9555739001854e-06
"7024","225566_at","-8.32938731073271","1.52810833871087e-07",4.9555739001854e-06
"9591","236179_at","-6.98595065083162","1.53696496964468e-07",4.9555739001854e-06
"917","201616_s_at","-7.63765603785057","1.56134238445524e-07",5.01120994557097e-06
"959","201721_s_at","-7.68503104700793","1.57895916211721e-07",5.01220521390217e-06
"3626","210510_s_at","-7.61379758589309","1.58029907692786e-07",5.01220521390217e-06
"5558","219243_at","-7.83727203439339","1.56648327010096e-07",5.01220521390217e-06
"7546","226905_at","-8.09913418592907","1.5788401817492e-07",5.01220521390217e-06
"5749","219778_at","-8.66925901014178","1.63246426751491e-07",5.16242817774127e-06
"725","200907_s_at","-8.31907579105406","1.65652229935903e-07",5.20652958089939e-06
