"","IDs","tstat","pval","adjp"
"5707","219677_at","-5.42723745366938","8.56777764883147e-06",9.71068630276381e-05
"10667","38487_at","-6.54777759860421","8.57090894840295e-06",9.71068630276381e-05
"4300","213160_at","-5.69418326899053","8.61722582246917e-06",9.75288547823037e-05
"7827","227623_at","-6.81266570533571","8.65443440082249e-06",9.78469807335893e-05
"1620","203741_s_at","-5.70011065414952","8.69968437282085e-06",9.80492729314149e-05
"3229","209283_at","-6.97283151563964","8.68683436520597e-06",9.80492729314149e-05
"6504","223319_at","5.45920360229237","8.69377553672896e-06",9.80492729314149e-05
"2215","205098_at","-6.42670316537179","8.7112007608005e-06",9.80762623875675e-05
"1096","202191_s_at","-6.12665991919722","8.72818323381355e-06",9.8164671684062e-05
"4870","215300_s_at","5.27688918394214","8.75614137715233e-06",9.83762090774732e-05
"1371","203002_at","-5.48398556038064","8.82187816391415e-06",9.90113089962473e-05
"2982","208063_s_at","5.29392840318936","8.85177254719278e-06",9.92432308940738e-05
"2864","207233_s_at","-6.97727343487905","8.92032274640376e-06",9.99076147597221e-05
"5453","218935_at","-5.84004951170162","8.94663616676812e-06",0.0001000980562592
"1347","202953_at","-5.69200098323515","8.9794986806345e-06",0.000100153080720106
"1770","204099_at","-6.53891515793442","8.97478487997162e-06",0.000100153080720106
"4192","212865_s_at","-6.39871747199864","8.9792085200061e-06",0.000100153080720106
"1466","203320_at","-5.27419328707238","9.00965946242941e-06",0.000100281427060084
"6038","221305_s_at","5.2434850109352","9.00045643140309e-06",0.000100281427060084
"4053","212413_at","-6.05282964173213","9.03672791165076e-06",0.000100478695456121
"8971","232060_at","-5.42563274769443","9.1870411415107e-06",0.000102044490034631
"5550","219228_at","-6.58213459498263","9.21092794360708e-06",0.000102204228327826
"4694","214454_at","-6.38407667409699","9.26906483251042e-06",0.000102743283586755
"3746","211116_at","5.23306176317853","9.295110588398e-06",0.000102867191697849
"4057","212419_at","-6.60843832490627","9.31818375045472e-06",0.000102867191697849
"4879","215346_at","-5.31092045107852","9.31851234316456e-06",0.000102867191697849
"5852","220092_s_at","-7.06360467002522","9.30315218243385e-06",0.000102867191697849
"327","1556283_s_at","-5.28268300293009","9.39004593985801e-06",0.00010355053737985
"1786","204137_at","-5.26603302705358","9.43012457342002e-06",0.000103761739039276
"5517","219134_at","-5.86213861681641","9.4198291389802e-06",0.000103761739039276
"6605","223690_at","-6.2514884829613","9.43814925413057e-06",0.000103761739039276
"3324","209541_at","-5.55122083273376","9.45443001994231e-06",0.000103834557277242
"4636","214212_x_at","-6.71236570718471","9.55879244120047e-06",0.000104873608497742
"5784","219892_at","-6.9180279965959","9.60038894094416e-06",0.000105204149881358
"5803","219955_at","5.23088188007126","9.60848913536953e-06",0.000105204149881358
"2896","207426_s_at","-6.43362725788707","9.66061678529493e-06",0.000105651864324065
"4277","213095_x_at","-6.03759182868897","9.66903222608631e-06",0.000105651864324065
"2373","205472_s_at","5.29901406094489","9.69568053513447e-06",0.000105728151231
"5476","218999_at","-6.24728993954857","9.69333799590193e-06",0.000105728151231
"4717","214587_at","-7.3035442590283","9.71494784013392e-06",0.000105830921152097
"8815","230956_at","5.22002461400282","9.74531111727879e-06",0.000106054235964556
"2504","205802_at","-6.82400983993162","9.78637510033385e-06",0.00010639343284003
"8855","231202_at","-5.7090716933685","9.81184241871708e-06",0.00010656255523843
"5683","219593_at","-6.19089074767644","9.88271614520123e-06",0.000107223979811507
"5337","218638_s_at","-5.39082062908784","9.90974214275264e-06",0.000107408818063383
"2641","206214_at","-5.72465684678337","9.93225007507834e-06",0.000107544363350697
"4064","212448_at","5.31056413399454","1.00234370946365e-05",0.000108422530826491
"3159","209081_s_at","-5.83100818521452","1.00431560128434e-05",0.00010852664668351
"3014","208306_x_at","-5.21344246253471","1.00805322831083e-05",0.000108821167779097
"2874","207277_at","-5.70226883231029","1.01142125792024e-05",0.000109067290506026
"5644","219501_at","-6.66386329883467","1.01236194126687e-05",0.000109067290506026
"8705","230422_at","-5.82452106811463","1.0314641629568e-05",0.000111014040841957
"1355","202974_at","-5.20870818172247","1.03558206736266e-05",0.000111345783882833
"8696","230391_at","-6.38044417807272","1.03723399595692e-05",0.00011141198725803
"8004","228128_x_at","-6.019378073706","1.03999252436032e-05",0.000111596802613994
"3416","209747_at","-6.26155802964415","1.04318268944979e-05",0.000111827520209014
"2286","205249_at","-5.9393661532345","1.04572177756142e-05",0.000111988053310163
"5813","219976_at","5.35883705158757","1.04789176937139e-05",0.000112108779147076
"220","1555203_s_at","5.66577570993143","1.05049078667499e-05",0.000112275118671267
"9331","235134_at","5.32300371840807","1.05260596349239e-05",0.000112389466926218
"1097","202192_s_at","-6.15569412853238","1.05605105014268e-05",0.000112533804669317
"6395","222876_s_at","-5.80019176645299","1.05510134457905e-05",0.000112533804669317
"6954","225301_s_at","5.35999040737662","1.073053602375e-05",0.00011423239933402
"2923","207601_at","5.36755231557371","1.08848626788425e-05",0.000115720297929145
"8212","228693_at","-6.24995131766128","1.08918286369322e-05",0.000115720297929145
"7316","226347_at","-5.2322597282693","1.09172979434823e-05",0.000115876394361621
"8242","228776_at","-6.11755044145106","1.0934041269327e-05",0.000115939656536296
"3338","209583_s_at","-5.22211446719973","1.09980543250779e-05",0.000116503527195308
"6836","224941_at","-6.14189625353649","1.11709440233024e-05",0.000118218494230854
"3995","212223_at","-5.24806768327444","1.1189646878189e-05",0.000118299983514541
"3790","211419_s_at","5.20153791661343","1.12832542739368e-05",0.000119172445926688
"3677","210757_x_at","-5.23742513568235","1.13814430540714e-05",0.000119973799722917
"6026","221234_s_at","-5.9818871218339","1.13805388333394e-05",0.000119973799722917
"8509","229691_at","5.33812890483515","1.13965409828998e-05",0.000120015287608363
"6316","222662_at","-5.31262500001845","1.14450814570686e-05",0.000120408528205872
"7783","227506_at","5.33977814064438","1.1466290726971e-05",0.000120513741834205
"9571","236037_at","5.19343902325583","1.15567541453042e-05",0.000121345918525694
"6182","222020_s_at","-6.71170225964896","1.15766657831745e-05",0.00012143640048848
"1810","204192_at","-5.601312589058","1.16418848601941e-05",0.000122001506838993
"5704","219666_at","-5.74049893661192","1.16653231059178e-05",0.00012209734980261
"8875","231411_at","-6.14025613559753","1.16737421500263e-05",0.00012209734980261
"7121","225812_at","-5.21439523393327","1.16913556941336e-05",0.000122162737048906
"5970","220951_s_at","5.78225068117987","1.17205488951839e-05",0.000122348875457298
"4425","213541_s_at","-6.44885789825836","1.17375990918016e-05",0.000122408016910816
"1531","203501_at","-5.53646504318207","1.17652412799133e-05",0.000122458735955109
"7802","227554_at","-6.85191888239513","1.17615298429059e-05",0.000122458735955109
"763","201042_at","-5.54573581952767","1.19007764618338e-05",0.000123659335472198
"4069","212463_at","-5.4782106888348","1.1903591165711e-05",0.000123659335472198
"4426","213543_at","-6.81658981084807","1.1999081487823e-05",0.000124531007873622
"10633","32541_at","-5.2164019917973","1.22582701349407e-05",0.000127098283983493
"5347","218665_at","-5.87651158369752","1.2415825721025e-05",0.000128607859491773
"7830","227628_at","-5.19976225043346","1.24387334151025e-05",0.000128721137323563
"4049","212390_at","-5.83712354671181","1.24657049764836e-05",0.000128820664593019
"6143","221841_s_at","5.55766855432081","1.24723132292906e-05",0.000128820664593019
"4610","214104_at","-5.31613649223294","1.24956299830368e-05",0.00012893763299195
"6648","223942_x_at","5.13446627801494","1.25430427756992e-05",0.000129302776533382
"5828","220026_at","5.2912946486705","1.25960377833994e-05",0.000129724710964665
"7199","226028_at","-5.75169673610628","1.26233265440128e-05",0.000129881346412656
"2345","205404_at","-5.95346503813494","1.26464930782388e-05",0.00012999530934725
"3423","209758_s_at","-6.95121294145529","1.27484778779209e-05",0.000130793544029967
"5656","219523_s_at","-6.10976166932811","1.27411669844684e-05",0.000130793544029967
"4568","213994_s_at","-5.12943926171622","1.27951067083499e-05",0.000131110942343307
"9177","233586_s_at","5.17453443115802","1.28038029632136e-05",0.000131110942343307
"5485","219025_at","-5.79512652585679","1.29348157243976e-05",0.000132326487791363
"5066","217028_at","-5.13145255418978","1.30084970213106e-05",0.000132827502348653
"8318","229067_at","-5.25618780624099","1.29974907096714e-05",0.000132827502348653
"8","1552309_a_at","-6.49288792625993","1.30398223879394e-05",0.000132894948165995
"1591","203666_at","-6.18966874215557","1.30346965085576e-05",0.000132894948165995
"2961","207949_s_at","5.19820729014142","1.3146293079431e-05",0.000133853165899661
"1733","204011_at","5.39085027173542","1.32532505365562e-05",0.000134814522014241
"8798","230846_at","5.11638043504837","1.32735484946973e-05",0.00013489337751889
"3488","209924_at","-6.35294587550644","1.33491405693789e-05",0.000135533483854544
"1016","201908_at","-5.27977517640853","1.34922619703668e-05",0.000136857359156022
"1824","204222_s_at","-5.23057526025868","1.35285915787886e-05",0.000137096528421428
"7442","226638_at","-5.52836513925425","1.35705412438168e-05",0.00013726349150618
"8572","229912_at","-5.87477938057303","1.35706000252111e-05",0.00013726349150618
"10398","242881_x_at","-6.1519229548432","1.3605982542239e-05",0.000137492034111047
"1144","202351_at","-5.13309496119494","1.36780901342651e-05",0.000138090915609031
"676","200636_s_at","5.13304861508831","1.37103224471942e-05",0.00013816063186793
"5596","219358_s_at","-5.97255266069715","1.37106951453759e-05",0.00013816063186793
"2466","205700_at","-6.7491855272644","1.38301849905135e-05",0.000139103974759589
"3214","209242_at","-6.68161385154951","1.38210287054144e-05",0.000139103974759589
"3033","208438_s_at","-6.43822428487273","1.39056353097976e-05",0.00013973214098219
"6503","223316_at","-5.94782855739529","1.39707391468113e-05",0.000140255263591517
"9573","236044_at","-6.61366651091229","1.40591508047283e-05",0.000141011184190708
"4161","212764_at","-6.11307553681965","1.41482065121362e-05",0.000141772149504649
"1832","204237_at","-5.1176161447788","1.41665952642838e-05",0.000141824238623445
"1419","203167_at","-5.70096345448488","1.42084226271569e-05",0.000141978587441627
"8219","228703_at","-6.32611724442745","1.42006776999106e-05",0.000141978587441627
"6506","223322_at","-5.66412852905142","1.42422112862172e-05",0.000142184081475773
"6460","223204_at","-5.09991309517162","1.42736136547011e-05",0.000142365393335201
"5390","218775_s_at","-5.53141736755476","1.42962015910071e-05",0.000142458535223826
"6829","224925_at","-5.4651509817196","1.43922883621922e-05",0.00014328322636138
"2442","205632_s_at","6.23705583318776","1.44375701459078e-05",0.0001434780918066
"5927","220622_at","5.32163247828731","1.44385505333651e-05",0.0001434780918066
"5947","220773_s_at","5.21299600086681","1.44734964407184e-05",0.000143692551921149
"10711","57588_at","-5.1391708734114","1.45863698812592e-05",0.000144679565464298
"4914","215617_at","-6.66674248929623","1.46362460216274e-05",0.000145040476704643
"1607","203706_s_at","-5.30255406862769","1.46619944706447e-05",0.000145161845808814
"4230","212992_at","-5.17156682826109","1.47105983490411e-05",0.000145509064810386
"8991","232113_at","-6.60556343969545","1.47598268013062e-05",0.000145861817801144
"3273","209395_at","-5.09344480145585","1.48466727088092e-05",0.00014658533054648
"4361","213340_s_at","-6.5978268953558","1.49397062414259e-05",0.000147368551842029
"9445","235489_at","-6.00474534075667","1.49719133084752e-05",0.000147550881661526
"896","201559_s_at","-5.67212391362018","1.50366317412277e-05",0.000148052989452088
"3694","210839_s_at","-5.13918898943137","1.5082329625009e-05",0.000148367070565505
"2160","204971_at","-5.57718702552783","1.52130278075383e-05",0.000149515973479572
"1979","204575_s_at","-6.53362191177997","1.53403092066715e-05",0.000150629227936194
"2395","205525_at","-6.1932394179252","1.53703229250535e-05",0.000150786233658919
"1462","203305_at","-6.18025563492646","1.5476973414899e-05",0.000151694091300815
"2014","204647_at","-5.33291562554322","1.55099431094899e-05",0.000151878787170524
"6814","224870_at","5.188097875737","1.5555017547829e-05",0.000152181572952009
"3141","209005_at","-5.25822381384787","1.56388964280745e-05",0.000152863103995143
"1668","203851_at","-5.65797249427064","1.56881982683154e-05",0.00015320572913799
"4391","213422_s_at","-6.38407721982153","1.57541583225398e-05",0.000153710263415561
"1731","204006_s_at","-6.1341851193345","1.58157548164755e-05",0.000154038218383082
"6168","221942_s_at","-6.03768632499704","1.58164242089772e-05",0.000154038218383082
"7564","226955_at","-5.85220800314476","1.58890618081741e-05",0.000154605604128043
"5185","217966_s_at","-6.47078207628285","1.60323332459346e-05",0.000155858632061744
"9593","236192_at","-5.29423334059248","1.60746691193488e-05",0.000156129035565708
"9472","235591_at","5.09604773475677","1.61881987860672e-05",0.000157089813490789
"4848","215193_x_at","-5.06135098443713","1.62069591794807e-05",0.000157130049682395
"7577","226985_at","-5.83251910480616","1.62871654889437e-05",0.000157765408411822
"4269","213071_at","-6.88932666850881","1.64113107552553e-05",0.000158824854401895
"4303","213170_at","-5.29102140020516","1.65283193418487e-05",0.000159813389895285
"878","201494_at","-5.0901692512501","1.65922769422195e-05",0.000160143771708029
"3160","209082_s_at","-5.52530624727082","1.65879553184999e-05",0.000160143771708029
"30","1552507_at","-6.74419757246008","1.66413998370629e-05",0.000160473839505023
"9075","232543_x_at","-5.3964906011946","1.67817131155696e-05",0.000161681881199466
"2964","207977_s_at","-6.49290775229285","1.68474309864113e-05",0.000162169720649861
"1323","202896_s_at","-6.30123039702256","1.70300754154333e-05",0.000163781190399588
"2029","204677_at","-5.63606199176546","1.70661254575626e-05",0.000163893980185118
"7372","226482_s_at","6.12286795980269","1.70722896026165e-05",0.000163893980185118
"10457","243349_at","5.25650311994059","1.70903898568332e-05",0.000163921384246807
"761","201040_at","-5.69220916383882","1.73073636578643e-05",0.000165412243599428
"3958","212097_at","-5.69006813840679","1.72852984037745e-05",0.000165412243599428
"6823","224909_s_at","-5.9693568079371","1.72977106570467e-05",0.000165412243599428
"6973","225353_s_at","-5.26186076107998","1.72944897304014e-05",0.000165412243599428
"7146","225878_at","-5.5529318246574","1.73823779008259e-05",0.000165981640488171
"7512","226828_s_at","-5.57557902363873","1.74742387976143e-05",0.000166710750267923
"5983","221004_s_at","5.28188862085188","1.75993334815269e-05",0.000167755348930299
"9400","235350_at","5.7638005492225","1.77256818787952e-05",0.000168810036812051
"4569","213995_at","5.57750878761889","1.77776711868905e-05",0.000169155327965882
"5205","218029_at","-5.39598544845054","1.77969802173478e-05",0.000169189329174999
"5360","218699_at","-5.05598417404207","1.79320009926532e-05",0.000170322327449653
"3241","209304_x_at","-5.62860351682046","1.80026890861225e-05",0.00017084281822947
"924","201641_at","-5.41846793501487","1.81233951984298e-05",0.000171534106666829
"2922","207595_s_at","-6.04237056885564","1.81100237298737e-05",0.000171534106666829
"5716","219695_at","5.39338623652303","1.81082839296298e-05",0.000171534106666829
"8468","229560_at","-5.67074536691441","1.81439281713067e-05",0.000171577410464283
"1311","202863_at","-5.4951402661111","1.82601356487232e-05",0.000172524585672295
"11","1552316_a_at","-6.08850865300241","1.87265246309925e-05",0.000176341246136471
"3188","209170_s_at","-6.33731492019028","1.87296970877837e-05",0.000176341246136471
"4684","214434_at","-5.56273202755163","1.86807053973495e-05",0.000176341246136471
"6216","222218_s_at","-6.54929680878105","1.87184793737609e-05",0.000176341246136471
"7245","226136_at","-4.99550010454287","1.87920207476303e-05",0.000176773234539388
"7001","225459_at","-6.37182066377163","1.88234275077366e-05",0.000176913892100685
"8376","229296_at","-5.47079356290851","1.89574938135538e-05",0.00017801831745269
"7116","225800_at","-5.49539268567484","1.9013565975135e-05",0.000178389058782418
"4894","215471_s_at","5.80522373260075","1.90406411556567e-05",0.000178487335401587
"1222","202619_s_at","-5.00016286012631","1.90619318570552e-05",0.000178531264222176
"8317","229055_at","-6.00901050357272","1.91795552941666e-05",0.000179476569645674
"2416","205568_at","-5.71983449759666","1.92428259616928e-05",0.000179912056295757
"9942","239087_at","5.44671662359618","1.92661949236312e-05",0.000179974046758369
"10228","241948_at","5.13615543103479","1.93295845571614e-05",0.00018040945586684
"6963","225328_at","-5.56429896622597","1.94123607149164e-05",0.000181024893674572
"816","201280_s_at","-5.01568781134767","1.96012378786319e-05",0.000181370490250473
"1484","203370_s_at","-6.00045722833519","1.95090413241532e-05",0.000181370490250473
"3998","212226_s_at","-5.49400561840517","1.95915980084432e-05",0.000181370490250473
"4348","213306_at","-6.57988890460635","1.95149477314401e-05",0.000181370490250473
"6562","223533_at","-5.35173418734063","1.95531989093825e-05",0.000181370490250473
"7221","226075_at","-5.20559551665599","1.94680236288868e-05",0.000181370490250473
"7829","227626_at","5.26271264339407","1.95798058496448e-05",0.000181370490250473
"8126","228463_at","5.59712094600686","1.95648708080295e-05",0.000181370490250473
"8503","229669_at","-6.60287140657045","1.95767506727469e-05",0.000181370490250473
"2479","205757_at","4.98180545947029","1.96475594139018e-05",0.000181642784882435
"5931","220645_at","5.0318747787007","1.96829939894979e-05",0.000181814047573094
"121","1554018_at","-6.21367530679198","1.97669401627284e-05",0.000182432738737902
"4137","212671_s_at","-5.11270031460189","1.98154133330572e-05",0.000182457694106897
"7015","225536_at","5.00119860872742","1.98206459292999e-05",0.000182457694106897
"7848","227677_at","-5.58297055480209","1.98375227316743e-05",0.000182457694106897
"10193","241769_at","-5.19284203674914","1.98254055812275e-05",0.000182457694106897
"3867","211709_s_at","-5.83140322720323","1.98749298946355e-05",0.00018264550959583
"1440","203232_s_at","-4.97583601776023","1.99441703454776e-05",0.000183125294239603
"4108","212588_at","-5.10084355390372","2.00056153361382e-05",0.000183532744107643
"9787","238143_at","5.28925136376087","2.02553676026842e-05",0.000185665569023069
"7471","226713_at","-6.17518175554202","2.03490180345313e-05",0.000186365112357138
"1227","202628_s_at","-5.45321281471986","2.06888899390033e-05",0.000189316548616309
"976","201764_at","5.60412269275052","2.08299219807796e-05",0.000190445000967128
"529","1560803_at","5.08685761966748","2.08755652468196e-05",0.000190700150835858
"5182","217943_s_at","-5.59227861577233","2.10166611558683e-05",0.000191663393340031
"8651","230218_at","-5.92466685757811","2.10055359211402e-05",0.000191663393340031
"2585","206028_s_at","-5.83258567879651","2.1219377157285e-05",0.000193348087453499
"2571","205988_at","-6.21482123041824","2.13708265563649e-05",0.000194462100211288
"5507","219102_at","-5.63829672317361","2.14139812732668e-05",0.000194462100211288
"6166","221933_at","-6.57326031657907","2.14130910474311e-05",0.000194462100211288
"9436","235458_at","-6.48192265337234","2.13809848773195e-05",0.000194462100211288
"2171","204994_at","-5.51502386156423","2.14322775239834e-05",0.000194464006698624
"2319","205330_at","-5.75996522844873","2.14513346437554e-05",0.000194472807832764
"1488","203381_s_at","-6.35222054372985","2.15146161754897e-05",0.000194882184598876
"8270","228882_at","-6.378872843322","2.15518782954091e-05",0.00019505538336047
"340","1556499_s_at","-5.01980564529055","2.16651988969312e-05",0.00019591607951203
"8000","228116_at","-6.4386427673166","2.18798305318491e-05",0.000197690704099531
"2947","207795_s_at","-5.97408102568517","2.19300386327593e-05",0.000197977981007076
"3724","210973_s_at","-5.99591294845006","2.20400266810934e-05",0.000198803999056306
"812","201272_at","-5.27941671641663","2.20791167175305e-05",0.000198989658798733
"2422","205582_s_at","-6.24285815703365","2.20997420150029e-05",0.000199008732115001
"524","1560562_a_at","-6.02275842643112","2.21818246265575e-05",0.000199247266821008
"3323","209540_at","-5.30224395924999","2.21634212860211e-05",0.000199247266821008
"7219","226069_at","-6.73949799182612","2.215977679e-05",0.000199247266821008
"4501","213765_at","-6.76480303474335","2.22119883676793e-05",0.000199351668555332
"3292","209447_at","-5.16797580618913","2.26261885143333e-05",0.000202899732198592
"1728","204000_at","-5.56713318796368","2.2725189391677e-05",0.000203153510254458
"2144","204940_at","-6.48999634390988","2.26778633326133e-05",0.000203153510254458
"2669","206331_at","-6.09293491845975","2.27009589402239e-05",0.000203153510254458
"4022","212288_at","-5.83975319189632","2.27300662980016e-05",0.000203153510254458
"1628","203759_at","4.99140151891235","2.28418263863286e-05",0.000203979822516638
"3535","210089_s_at","-6.01332776126408","2.28604618798874e-05",0.000203979822516638
"2397","205529_s_at","-6.24948755144368","2.29195912386988e-05",0.000204337848257454
"3456","209834_at","-5.27133153698298","2.29751998465506e-05",0.000204663917771427
"7508","226818_at","-5.03976829410288","2.30119075724887e-05",0.000204821217069038
"2464","205698_s_at","5.12312914321479","2.31382597285425e-05",0.000205775490985351
"6288","222557_at","-4.92345840556058","2.31917260494201e-05",0.000206080527672202
"5239","218224_at","-5.08284643776998","2.34451462923542e-05",0.000208160374017665
"8730","230550_at","-5.81427373286455","2.34674124202159e-05",0.000208186153747658
"5228","218174_s_at","5.04451654230284","2.38171916522148e-05",0.000211114958486903
"7822","227613_at","-6.13247777374777","2.38524946999361e-05",0.00021125372571146
"4079","212503_s_at","-5.14851937989584","2.39088901630575e-05",0.000211578919368884
"2427","205593_s_at","5.36421500098313","2.39839069412228e-05",0.000212068229796075
"9467","235570_at","-5.42827446698193","2.41506049066887e-05",0.000213366724697384
"1191","202510_s_at","-5.62043795602361","2.43190706810178e-05",0.000214678692908295
"1978","204570_at","-6.00292118724132","2.43887654636855e-05",0.0002151173144098
"4262","213058_at","-5.52881529138288","2.45867114140743e-05",0.000216685509118137
"2505","205803_s_at","-6.37249291260681","2.46394471184461e-05",0.000216972428679388
"4698","214467_at","-5.82486642315622","2.474404913927e-05",0.00021771523432523
"7104","225763_at","-5.08261576350814","2.48339534538127e-05",0.000218327610413241
"1706","203934_at","-5.6721037531743","2.51833421512929e-05",0.000221037791682205
"2269","205208_at","4.89496416826021","2.51656394044819e-05",0.000221037791682205
"8112","228423_at","-6.50634890770257","2.52209254179077e-05",0.000221187104480704
"2033","204682_at","-6.00400984935835","2.54470572051259e-05",0.000222988393699685
"5845","220075_s_at","4.88845330662738","2.56187419913607e-05",0.000224310027598624
"3278","209406_at","-4.90769504587989","2.56407828425501e-05",0.000224320339400406
"1606","203705_s_at","-5.10320128205911","2.57992870204196e-05",0.000225523523612644
"8425","229450_at","-5.2793778365341","2.59939238152702e-05",0.000226856062387813
"8488","229625_at","-5.7137066349141","2.59767814447395e-05",0.000226856062387813
"8297","228974_at","-6.50547003761603","2.60312932870939e-05",0.00022699794438186
"1289","202796_at","-5.00907298500578","2.62104666674733e-05",0.00022837515203296
"1399","203085_s_at","-5.44082782647142","2.63368829594773e-05",0.000229290822332227
"3468","209875_s_at","-4.91425549686041","2.63951523843587e-05",0.000229612199382382
"1085","202134_s_at","-5.57793080328346","2.65296798982109e-05",0.000230595891888087
"5276","218380_at","-5.89350114772918","2.66097882651273e-05",0.00023110536625739
"8749","230641_at","5.05943507615693","2.68576385331043e-05",0.000233069676761854
"1987","204596_s_at","-5.2703538321007","2.69586640490677e-05",0.000233757706335142
"2143","204939_s_at","-6.33708599064924","2.70375173627521e-05",0.000234252527545778
"6626","223767_at","-5.85001284966756","2.71392016050966e-05",0.000234944199402575
"6766","224724_at","-5.13243673612268","2.73252774588714e-05",0.000236364749185668
"5769","219855_at","-5.37517504280305","2.75452245534975e-05",0.000238075767201933
"3483","209906_at","-6.35047863875131","2.81582541102601e-05",0.000243072079953566
"5604","219385_at","-6.36548660314543","2.81685092654523e-05",0.000243072079953566
"8264","228863_at","-5.56009938106613","2.82164353879608e-05",0.000243290387563235
"3274","209396_s_at","-4.94917231934382","2.83548622665474e-05",0.000244092457237724
"4164","212771_at","4.93652590457338","2.83503203659178e-05",0.000244092457237724
"6186","222033_s_at","-5.24429435594134","2.86084912323156e-05",0.000246078798183886
"579","1565681_s_at","-5.1926733432111","2.88336860929559e-05",0.000247224715208502
"2085","204797_s_at","-6.18472250325867","2.88248547175613e-05",0.000247224715208502
"2227","205119_s_at","-5.67541352835817","2.87890225843219e-05",0.000247224715208502
"5619","219432_at","-6.24306991942015","2.88003347518225e-05",0.000247224715208502
"7211","226047_at","-6.26172921591068","2.88934175532786e-05",0.000247342377016602
"8249","228806_at","5.29822491363099","2.88723385867075e-05",0.000247342377016602
"793","201149_s_at","-5.92812417832883","2.89247755538175e-05",0.000247413831944826
"1182","202479_s_at","-4.97649219814799","2.89612343232859e-05",0.000247528769033362
"8462","229547_s_at","5.07584718293464","2.90456628181936e-05",0.000248053190326622
"4039","212358_at","-5.54148316833278","2.92659747483592e-05",0.000249736317852665
"3133","208978_at","-5.32157440089216","2.93835679313698e-05",0.000250540937667001
"1156","202388_at","-5.34969477575928","2.94403296861121e-05",0.00025060232858777
"3936","212013_at","-5.53604918039463","2.94606904143361e-05",0.00025060232858777
"8717","230482_at","-6.33975196279964","2.94287155604587e-05",0.00025060232858777
"9096","232707_at","5.22419685259647","2.96878390836976e-05",0.000252334897887681
"4646","214248_s_at","4.97418877113619","2.97680014103112e-05",0.000252816391124539
"3725","210982_s_at","-4.84109478809884","2.98077943601173e-05",0.000252930853394704
"6102","221676_s_at","-4.84564460933337","2.98285269814439e-05",0.000252930853394704
"3247","209312_x_at","-4.85936187633393","2.98959288988484e-05",0.00025330262215951
"7667","227226_at","5.71640791559583","2.9977723225086e-05",0.000253795653634744
"3424","209759_s_at","4.96313221455743","3.00337322406813e-05",0.000254069778955
"5167","217853_at","-5.33120542015745","3.01317893686739e-05",0.000254698898814451
"7136","225846_at","5.76322325040374","3.01621910446518e-05",0.00025475559945962
"9045","232370_at","4.84863658072774","3.0209638659169e-05",0.000254956071321338
"8093","228367_at","-6.03599584987954","3.02777938034793e-05",0.000255330854098047
"10114","240422_at","4.84117732297985","3.03171546493367e-05",0.00025546241911416
"5645","219505_at","-4.97701035581239","3.05649728938756e-05",0.000257348933872318
"3992","212203_x_at","-4.82745943728202","3.06531176707712e-05",0.000257687506799165
"7210","226043_at","-5.05115612121905","3.06483168928809e-05",0.000257687506799165
"7429","226612_at","-6.29501091429793","3.07759337883215e-05",0.000258517843821901
"5620","219434_at","-5.64047296226757","3.08469019357867e-05",0.000258911701493816
"6268","222486_s_at","-6.10180209907898","3.09758785315263e-05",0.000259791455515578
"4601","214085_x_at","-4.83735889766355","3.10950437634006e-05",0.000260587615388997
"2354","205425_at","-5.38084840420674","3.11669303544475e-05",0.000260713727964996
"4113","212594_at","5.00049219074816","3.1159043020673e-05",0.000260713727964996
"5207","218035_s_at","5.13730529649511","3.12070840672386e-05",0.000260713727964996
"9388","235306_at","-5.50782824780543","3.11871750515612e-05",0.000260713727964996
"7165","225930_at","-4.84465795385229","3.12485139030766e-05",0.000260857159538726
"4556","213940_s_at","-4.95158805553593","3.12900206926394e-05",0.000261001010463351
"425","1558102_at","-5.90931958153504","3.15086502479296e-05",0.000262620936019953
"1705","203932_at","-4.93556773471732","3.16763751286565e-05",0.000263653989715301
"2865","207238_s_at","-4.97309580699204","3.17061578033746e-05",0.000263653989715301
"5941","220750_s_at","-5.19977292707068","3.16896733178031e-05",0.000263653989715301
"2142","204938_s_at","-6.40636240814375","3.17939302072564e-05",0.000264179549913772
"1927","204451_at","-5.92467985502373","3.21132844782699e-05",0.000266627053830392
"1272","202748_at","-4.92362127349476","3.22846068215118e-05",0.00026784266400069
"3900","211848_s_at","4.8281122791606","3.23960190016412e-05",0.000268559750428409
"2633","206198_s_at","4.82066429547501","3.25356393330924e-05",0.000269509394537295
"4166","212775_at","-4.99226371509866","3.26134681540631e-05",0.000269946119778665
"2988","208092_s_at","-5.87752397278724","3.28173707439375e-05",0.000271185605869066
"6197","222108_at","-4.80390621405986","3.28388819607072e-05",0.000271185605869066
"6730","224559_at","-4.80440528233122","3.28033888438363e-05",0.000271185605869066
"6979","225369_at","-5.18748210928986","3.29478134167008e-05",0.000271876354456153
"5410","218820_at","-6.28241027694941","3.30533737297035e-05",0.00027253824719461
"2841","207126_x_at","5.03851321347008","3.32520282122575e-05",0.000273756360902138
"5172","217889_s_at","-4.89418877639454","3.32432244027637e-05",0.000273756360902138
"257","1555728_a_at","-6.01224210196529","3.33365775792788e-05",0.000274242449986538
"1415","203153_at","-5.32880572232647","3.35343615563626e-05",0.000275490418489065
"1692","203910_at","-4.83251661929575","3.3539523605114e-05",0.000275490418489065
"8197","228636_at","-6.22670789888644","3.36084956540096e-05",0.000275846217764818
